State,County,Year,LabourForce,Employed,Unemployed
Illinois,McHenry,2016,167654,158888,8766
North Dakota,McHenry,2016,3374,3209,165
Georgia,McIntosh,2016,5994,5644,350
North Dakota,McIntosh,2016,1240,1202,38
Oklahoma,McIntosh,2016,7066,6437,629
Pennsylvania,McKean,2016,18484,17263,1221
North Dakota,McKenzie,2016,7943,7644,299
New Mexico,McKinley,2016,24375,22120,2255
Illinois,McLean,2016,90527,85947,4580
Kentucky,McLean,2016,4331,4121,210
North Dakota,McLean,2016,5066,4890,176
Texas,McLennan,2016,116053,111471,4582
Minnesota,McLeod,2016,19843,18969,874
Tennessee,McMinn,2016,22679,21451,1228
Texas,McMullen,2016,861,843,18
Tennessee,McNairy,2016,8734,8122,612
Kansas,McPherson,2016,16321,15806,515
Nebraska,McPherson,2016,463,452,11
South Dakota,McPherson,2016,1088,1051,37
Kansas,Meade,2016,2374,2310,64
Kentucky,Meade,2016,12088,11461,627
South Dakota,Meade,2016,13675,13246,429
Montana,Meagher,2016,917,880,37
North Carolina,Mecklenburg,2016,583478,555878,27600
Virginia,Mecklenburg,2016,12445,11738,707
Michigan,Mecosta,2016,19098,18024,1074
Ohio,Medina,2016,96746,92570,4176
Texas,Medina,2016,20982,20060,922
Minnesota,Meeker,2016,13306,12710,596
Ohio,Meigs,2016,8951,8183,768
Tennessee,Meigs,2016,4880,4548,332
South Dakota,Mellette,2016,770,738,32
Illinois,Menard,2016,6747,6431,316
Texas,Menard,2016,816,780,36
California,Mendocino,2016,39609,37521,2088
Kentucky,Menifee,2016,2393,2185,208
Michigan,Menominee,2016,11247,10666,581
Wisconsin,Menominee,2016,1577,1457,120
California,Merced,2016,114296,102212,12084
Illinois,Mercer,2016,8222,7711,511
Kentucky,Mercer,2016,9888,9406,482
Missouri,Mercer,2016,1932,1843,89
North Dakota,Mercer,2016,4651,4447,204
New Jersey,Mercer,2016,198103,189516,8587
Ohio,Mercer,2016,23415,22645,770
Pennsylvania,Mercer,2016,52515,49387,3128
West Virginia,Mercer,2016,21680,20228,1452
Georgia,Meriwether,2016,8743,8143,600
Nebraska,Merrick,2016,4029,3884,145
New Hampshire,Merrimack,2016,81926,79835,2091
Colorado,Mesa,2016,72056,68215,3841
Kentucky,Metcalfe,2016,4119,3929,190
Indiana,Miami,2016,16085,15326,759
Kansas,Miami,2016,17003,16296,707
Ohio,Miami,2016,52992,50669,2323
Florida,Miami-Dade,2016,1313067,1244190,68877
Connecticut,Middlesex,2016,92277,88179,4098
Massachusetts,Middlesex,2016,873687,846042,27645
New Jersey,Middlesex,2016,435237,415904,19333
Virginia,Middlesex,2016,5021,4827,194
Michigan,Midland,2016,41012,39079,1933
Texas,Midland,2016,85010,81271,3739
Pennsylvania,Mifflin,2016,20798,19611,1187
Texas,Milam,2016,10263,9735,528
Utah,Millard,2016,6212,6005,207
#N/A,Mille,MN,2016,12765,12006
Arkansas,Miller,2016,19837,19007,830
Georgia,Miller,2016,2748,2600,148
Missouri,Miller,2016,11902,11286,616
Iowa,Mills,2016,7387,7118,269
Texas,Mills,2016,1924,1844,80
Wisconsin,Milwaukee,2016,477381,453685,23696
South Dakota,Miner,2016,1201,1169,32
Colorado,Mineral,2016,463,453,10
Montana,Mineral,2016,1688,1560,128
Nevada,Mineral,2016,2011,1883,128
West Virginia,Mineral,2016,11905,11195,710
West Virginia,Mingo,2016,6726,5877,849
Idaho,Minidoka,2016,10893,10545,348
South Dakota,Minnehaha,2016,107702,104943,2759
Michigan,Missaukee,2016,7023,6605,418
Arkansas,Mississippi,2016,18039,16817,1222
Missouri,Mississippi,2016,6225,5812,413
Montana,Missoula,2016,61457,59156,2301
Georgia,Mitchell,2016,8555,7994,561
Iowa,Mitchell,2016,5864,5710,154
Kansas,Mitchell,2016,3692,3570,122
North Carolina,Mitchell,2016,6188,5810,378
Texas,Mitchell,2016,2608,2425,183
Alabama,Mobile,2016,188542,176094,12448
Puerto Rico,Moca Municipio,2016,10745,9073,1672
California,Modoc,2016,3291,3034,257
Colorado,Moffat,2016,7177,6892,285
Arizona,Mohave,2016,80396,75095,5301
Missouri,Moniteau,2016,7483,7158,325
New Jersey,Monmouth,2016,325773,311239,14534
California,Mono,2016,8363,7915,448
Iowa,Monona,2016,4713,4520,193
West Virginia,Monongalia,2016,51263,49043,2220
Alabama,Monroe,2016,7344,6681,663
Arkansas,Monroe,2016,2876,2738,138
Florida,Monroe,2016,46367,44898,1469
Georgia,Monroe,2016,12997,12326,671
Iowa,Monroe,2016,3947,3765,182
Illinois,Monroe,2016,18486,17735,751
Indiana,Monroe,2016,67986,64824,3162
Kentucky,Monroe,2016,4600,4405,195
Michigan,Monroe,2016,76387,73088,3299
Missouri,Monroe,2016,4169,3967,202
Mississippi,Monroe,2016,15648,14666,982
New York,Monroe,2016,363191,346126,17065
Ohio,Monroe,2016,5319,4724,595
Pennsylvania,Monroe,2016,81855,76753,5102
Tennessee,Monroe,2016,19335,18317,1018
Wisconsin,Monroe,2016,23063,22183,880
West Virginia,Monroe,2016,5976,5704,272
Texas,Montague,2016,9028,8582,446
Michigan,Montcalm,2016,27911,26432,1479
California,Monterey,2016,218730,201975,16755
Colorado,Montezuma,2016,12717,12085,632
Alabama,Montgomery,2016,106190,100202,5988
Arkansas,Montgomery,2016,3123,2963,160
Georgia,Montgomery,2016,3719,3442,277
Iowa,Montgomery,2016,5099,4919,180
Illinois,Montgomery,2016,12110,11250,860
Indiana,Montgomery,2016,19156,18419,737
Kansas,Montgomery,2016,15982,15002,980
Kentucky,Montgomery,2016,11854,11086,768
Maryland,Montgomery,2016,546204,527278,18926
Missouri,Montgomery,2016,5758,5495,263
Mississippi,Montgomery,2016,4240,3970,270
North Carolina,Montgomery,2016,11700,11097,603
New York,Montgomery,2016,22302,21027,1275
Ohio,Montgomery,2016,249967,237552,12415
Pennsylvania,Montgomery,2016,447250,428784,18466
Tennessee,Montgomery,2016,79683,75637,4046
Texas,Montgomery,2016,265773,252769,13004
Virginia,Montgomery,2016,49664,47588,2076
Michigan,Montmorency,2016,3059,2748,311
Pennsylvania,Montour,2016,9124,8735,389
Colorado,Montrose,2016,20054,19224,830
South Dakota,Moody,2016,3949,3805,144
North Carolina,Moore,2016,39513,37533,1980
Tennessee,Moore,2016,3374,3247,127
Texas,Moore,2016,11188,10857,331
New Mexico,Mora,2016,2237,2044,193
Louisiana,Morehouse Parish,2016,10621,9591,1030
Alabama,Morgan,2016,55092,52056,3036
Colorado,Morgan,2016,15027,14508,519
Georgia,Morgan,2016,8685,8247,438
Illinois,Morgan,2016,16935,16098,837
Indiana,Morgan,2016,36037,34503,1534
Kentucky,Morgan,2016,4486,4124,362
Missouri,Morgan,2016,7980,7511,469
Ohio,Morgan,2016,6751,6188,563
Tennessee,Morgan,2016,7776,7276,500
Utah,Morgan,2016,5142,4989,153
West Virginia,Morgan,2016,7652,7316,336
Puerto Rico,Morovis Municipio,2016,8119,7027,1092
Nebraska,Morrill,2016,2645,2561,84
Kansas,Morris,2016,3047,2930,117
New Jersey,Morris,2016,258177,248057,10120
Texas,Morris,2016,4891,4357,534
Minnesota,Morrison,2016,17925,16922,1003
Ohio,Morrow,2016,16761,15909,852
Oregon,Morrow,2016,5765,5485,280
Kansas,Morton,2016,1342,1290,52
North Dakota,Morton,2016,16786,16239,547
Texas,Motley,2016,508,490,18
Illinois,Moultrie,2016,7444,7103,341
North Dakota,Mountrail,2016,7128,6916,212
Minnesota,Mower,2016,20589,19938,651
Kentucky,Muhlenberg,2016,11363,10526,837
Oregon,Multnomah,2016,443744,425011,18733
Georgia,Murray,2016,15618,14511,1107
Minnesota,Murray,2016,4973,4738,235
Oklahoma,Murray,2016,6350,6064,286
Iowa,Muscatine,2016,22372,21520,852
Georgia,Muscogee,2016,78298,72985,5313
Michigan,Muskegon,2016,77421,73194,4227
Ohio,Muskingum,2016,39724,37314,2410
Oklahoma,Muskogee,2016,29656,28042,1614
Montana,Musselshell,2016,2297,2179,118
Texas,Nacogdoches,2016,28697,27356,1341
Puerto Rico,Naguabo Municipio,2016,8086,7089,997
Nebraska,Nance,2016,1997,1942,55
Massachusetts,Nantucket,2016,7047,6734,313
California,Napa,2016,72929,69799,3130
Puerto Rico,Naranjito Municipio,2016,7260,6319,941
North Carolina,Nash,2016,43928,41043,2885
Florida,Nassau,2016,37706,36018,1688
New York,Nassau,2016,699796,672454,27342
Louisiana,Natchitoches Parish,2016,16711,15587,1124
Wyoming,Natrona,2016,40985,38052,2933
Arizona,Navajo,2016,41267,37871,3396
Texas,Navarro,2016,22757,21807,950
Kentucky,Nelson,2016,21698,20704,994
North Dakota,Nelson,2016,1533,1481,52
Virginia,Nelson,2016,7226,6963,263
Kansas,Nemaha,2016,5890,5732,158
Nebraska,Nemaha,2016,3612,3481,131
Kansas,Neosho,2016,6050,5616,434
Mississippi,Neshoba,2016,10708,10095,613
Kansas,Ness,2016,1421,1372,49
Arkansas,Nevada,2016,3638,3504,134
California,Nevada,2016,48140,45838,2302
Delaware,New Castle,2016,293641,280645,12996
North Carolina,New Hanover,2016,116055,110586,5469
Connecticut,New Haven,2016,455797,430672,25125
Virginia,New Kent,2016,11656,11257,399
Connecticut,New London,2016,136035,129057,6978
Missouri,New Madrid,2016,8256,7488,768
New York,New York,2016,914469,872736,41733
Michigan,Newaygo,2016,23322,22181,1141
South Carolina,Newberry,2016,19222,18365,857
Rhode Island,Newport,2016,44233,42154,2079
Virginia,Newport News city,2016,88729,84133,4596
Arkansas,Newton,2016,3407,3274,133
Georgia,Newton,2016,49918,46931,2987
Indiana,Newton,2016,7037,6644,393
Missouri,Newton,2016,28266,27031,1235
Mississippi,Newton,2016,8647,8140,507
Texas,Newton,2016,5349,4926,423
Idaho,Nez Perce,2016,20902,20216,686
New York,Niagara,2016,100198,94366,5832
Kentucky,Nicholas,2016,3219,3032,187
West Virginia,Nicholas,2016,9584,8738,846
Minnesota,Nicollet,2016,20424,19847,577
Wyoming,Niobrara,2016,1338,1294,44
Indiana,Noble,2016,23329,22382,947
Ohio,Noble,2016,4891,4462,429
Oklahoma,Noble,2016,5766,5562,204
Minnesota,Nobles,2016,11495,11062,433
Missouri,Nodaway,2016,10869,10361,508
Texas,Nolan,2016,6862,6533,329
Alaska,Nome Census Area,2016,4079,3561,518
Massachusetts,Norfolk,2016,372620,360049,12571
Virginia,Norfolk city,2016,110210,104327,5883
Minnesota,Norman,2016,3454,3289,165
Alaska,North Slope Borough,2016,3948,3681,267
North Carolina,Northampton,2016,7816,7249,567
Pennsylvania,Northampton,2016,158776,150594,8182
Virginia,Northampton,2016,5869,5525,344
Pennsylvania,Northumberland,2016,43937,41200,2737
Virginia,Northumberland,2016,5442,5142,300
Alaska,Northwest Arctic Borough,2016,2960,2487,473
Kansas,Norton,2016,2869,2799,70
Virginia,Norton city,2016,1659,1544,115
Virginia,Nottoway,2016,7026,6743,283
Oklahoma,Nowata,2016,4692,4406,286
Mississippi,Noxubee,2016,3967,3640,327
Nebraska,Nuckolls,2016,2363,2295,68
Texas,Nueces,2016,167680,158247,9433
Nevada,Nye,2016,16025,14852,1173
Michigan,Oakland,2016,653664,626554,27110
Tennessee,Obion,2016,12525,11645,880
Iowa,O'Brien,2016,8338,8107,231
New Jersey,Ocean,2016,267316,253333,13983
Michigan,Oceana,2016,12318,11415,903
Texas,Ochiltree,2016,4660,4416,244
Georgia,Oconee,2016,18445,17690,755
South Carolina,Oconee,2016,34279,32504,1775
Wisconsin,Oconto,2016,20496,19591,905
Michigan,Ogemaw,2016,8234,7592,642
#N/A,Oglala,SD,2016,3611,3224
Illinois,Ogle,2016,25791,24265,1526
Georgia,Oglethorpe,2016,6908,6572,336
Indiana,Ohio,2016,3226,3067,159
Kentucky,Ohio,2016,9524,8882,642
West Virginia,Ohio,2016,20621,19476,1145
Florida,Okaloosa,2016,93070,89347,3723
Washington,Okanogan,2016,21373,19946,1427
Florida,Okeechobee,2016,18113,17187,926
Oklahoma,Okfuskee,2016,4557,4280,277
Oklahoma,Oklahoma,2016,375442,359374,16068
Oklahoma,Okmulgee,2016,16169,15010,1159
Mississippi,Oktibbeha,2016,23069,21823,1246
Kentucky,Oldham,2016,31913,30822,1091
Texas,Oldham,2016,908,881,27
North Dakota,Oliver,2016,898,849,49
Minnesota,Olmsted,2016,85507,82964,2543
Idaho,Oneida,2016,2204,2125,79
New York,Oneida,2016,101631,96711,4920
Wisconsin,Oneida,2016,18617,17713,904
New York,Onondaga,2016,221119,211142,9977
North Carolina,Onslow,2016,63719,60214,3505
New York,Ontario,2016,55054,52680,2374
Michigan,Ontonagon,2016,2202,2014,188
California,Orange,2016,1597258,1532720,64538
Florida,Orange,2016,705308,674711,30597
Indiana,Orange,2016,8880,8429,451
North Carolina,Orange,2016,74933,71765,3168
New York,Orange,2016,178863,171135,7728
Texas,Orange,2016,37334,34835,2499
Virginia,Orange,2016,16341,15670,671
Vermont,Orange,2016,15900,15407,493
South Carolina,Orangeburg,2016,35681,32503,3178
Missouri,Oregon,2016,4121,3874,247
New York,Orleans,2016,17745,16731,1014
Vermont,Orleans,2016,13537,12828,709
Louisiana,Orleans Parish,2016,179955,169401,10554
Puerto Rico,Orocovis Municipio,2016,5204,4397,807
Kansas,Osage,2016,8049,7694,355
Missouri,Osage,2016,7238,6992,246
Oklahoma,Osage,2016,21089,19877,1212
Kansas,Osborne,2016,2057,1987,70
Florida,Osceola,2016,163954,155857,8097
Iowa,Osceola,2016,3633,3537,96
Michigan,Osceola,2016,10429,9834,595
Michigan,Oscoda,2016,2906,2693,213
New York,Oswego,2016,53286,49847,3439
Colorado,Otero,2016,8109,7727,382
New Mexico,Otero,2016,25473,23949,1524
Nebraska,Otoe,2016,8251,7971,280
Michigan,Otsego,2016,11684,10988,696
New York,Otsego,2016,28197,26812,1385
Kansas,Ottawa,2016,3159,3039,120
Michigan,Ottawa,2016,155338,150104,5234
Ohio,Ottawa,2016,21024,19659,1365
Oklahoma,Ottawa,2016,14480,13754,726
Minnesota,Otter Tail,2016,31400,30036,1364
Arkansas,Ouachita,2016,9864,9369,495
Louisiana,Ouachita Parish,2016,71551,67199,4352
Colorado,Ouray,2016,2164,2083,81
Wisconsin,Outagamie,2016,104042,100371,3671
Tennessee,Overton,2016,9183,8693,490
Indiana,Owen,2016,9259,8744,515
Kentucky,Owen,2016,5488,5250,238
Kentucky,Owsley,2016,1122,1011,111
Idaho,Owyhee,2016,5289,5047,242
Maine,Oxford,2016,26522,25297,1225
Missouri,Ozark,2016,3636,3372,264
Wisconsin,Ozaukee,2016,49120,47484,1636
Washington,Pacific,2016,8277,7609,668
Iowa,Page,2016,6450,6126,324
Virginia,Page,2016,11581,10930,651
Florida,Palm Beach,2016,707957,674875,33082
Iowa,Palo Alto,2016,4953,4799,154
Texas,Palo Pinto,2016,13244,12522,722
North Carolina,Pamlico,2016,5408,5123,285
Mississippi,Panola,2016,13192,12226,966
Texas,Panola,2016,10225,9493,732
Colorado,Park,2016,9826,9552,274
Montana,Park,2016,8417,8057,360
Wyoming,Park,2016,15922,15167,755
Indiana,Parke,2016,7267,6888,379
Texas,Parker,2016,61245,58758,2487
Texas,Parmer,2016,4946,4822,124
Florida,Pasco,2016,222107,210767,11340
North Carolina,Pasquotank,2016,17397,16305,1092
New Jersey,Passaic,2016,243597,228552,15045
Puerto Rico,Patillas Municipio,2016,4813,3820,993
Virginia,Patrick,2016,7943,7554,389
Georgia,Paulding,2016,79521,75847,3674
Ohio,Paulding,2016,8872,8462,410
Kansas,Pawnee,2016,3206,3100,106
Nebraska,Pawnee,2016,1651,1614,37
Oklahoma,Pawnee,2016,7498,7002,496
Idaho,Payette,2016,11275,10752,523
Oklahoma,Payne,2016,38944,37500,1444
Georgia,Peach,2016,11420,10621,799
Mississippi,Pearl River,2016,23234,21853,1381
Texas,Pecos,2016,6493,6112,381
North Dakota,Pembina,2016,3658,3475,183
Missouri,Pemiscot,2016,7044,6418,626
Washington,Pend Oreille,2016,4654,4238,416
North Carolina,Pender,2016,26852,25433,1419
Kentucky,Pendleton,2016,6849,6518,331
West Virginia,Pendleton,2016,3653,3511,142
Minnesota,Pennington,2016,9074,8553,521
South Dakota,Pennington,2016,54706,53024,1682
Maine,Penobscot,2016,76854,73529,3325
Puerto Rico,Penuelas Municipio,2016,6120,5099,1021
Illinois,Peoria,2016,88039,81962,6077
Wisconsin,Pepin,2016,4174,4015,159
Nebraska,Perkins,2016,1817,1778,39
South Dakota,Perkins,2016,1577,1532,45
North Carolina,Perquimans,2016,5101,4773,328
Alabama,Perry,2016,3481,3123,358
Arkansas,Perry,2016,4161,3962,199
Illinois,Perry,2016,8705,8086,619
Indiana,Perry,2016,9460,9029,431
Kentucky,Perry,2016,8557,7624,933
Missouri,Perry,2016,10095,9735,360
Mississippi,Perry,2016,4360,4050,310
Ohio,Perry,2016,15885,14866,1019
Pennsylvania,Perry,2016,24276,23158,1118
Tennessee,Perry,2016,3179,2978,201
Nevada,Pershing,2016,2458,2313,145
North Carolina,Person,2016,18036,17048,988
Alaska,Petersburg Borough,2016,1449,1318,131
Virginia,Petersburg city,2016,13193,12148,1045
Montana,Petroleum,2016,278,265,13
Missouri,Pettis,2016,20659,19639,1020
Missouri,Phelps,2016,19539,18610,929
Nebraska,Phelps,2016,4923,4800,123
Pennsylvania,Philadelphia/city,2016,703114,655667,47447
Arkansas,Phillips,2016,6645,6254,391
Colorado,Phillips,2016,2470,2421,49
Kansas,Phillips,2016,2854,2764,90
Montana,Phillips,2016,1938,1835,103
Illinois,Piatt,2016,8691,8269,422
Ohio,Pickaway,2016,26194,24921,1273
Alabama,Pickens,2016,7798,7265,533
Georgia,Pickens,2016,14379,13680,699
South Carolina,Pickens,2016,56452,53633,2819
Tennessee,Pickett,2016,2318,2165,153
Georgia,Pierce,2016,8542,8090,452
North Dakota,Pierce,2016,1897,1822,75
Nebraska,Pierce,2016,4141,4032,109
Washington,Pierce,2016,403890,379561,24329
Wisconsin,Pierce,2016,24722,23723,999
Alabama,Pike,2016,15009,14038,971
Arkansas,Pike,2016,4214,4035,179
Georgia,Pike,2016,8389,7954,435
Illinois,Pike,2016,7508,7125,383
Indiana,Pike,2016,6330,6055,275
Kentucky,Pike,2016,20245,18029,2216
Missouri,Pike,2016,8078,7714,364
Mississippi,Pike,2016,14681,13689,992
Ohio,Pike,2016,10804,9988,816
Pennsylvania,Pike,2016,24902,23317,1585
Arizona,Pima,2016,469004,445827,23177
Arizona,Pinal,2016,163726,154681,9045
Minnesota,Pine,2016,14887,14020,867
Florida,Pinellas,2016,477373,456719,20654
Minnesota,Pipestone,2016,4918,4731,187
Maine,Piscataquis,2016,7462,7092,370
Colorado,Pitkin,2016,10728,10365,363
North Carolina,Pitt,2016,88213,83304,4909
Oklahoma,Pittsburg,2016,17648,16566,1082
Virginia,Pittsylvania,2016,29660,28236,1424
Utah,Piute,2016,458,431,27
California,Placer,2016,179604,171549,8055
Louisiana,Plaquemines Parish,2016,10184,9639,545
Missouri,Platte,2016,56800,54742,2058
Nebraska,Platte,2016,16953,16364,589
Wyoming,Platte,2016,4772,4542,230
West Virginia,Pleasants,2016,2953,2711,242
California,Plumas,2016,7848,7085,763
Iowa,Plymouth,2016,14968,14585,383
Massachusetts,Plymouth,2016,270868,259853,11015
Iowa,Pocahontas,2016,4305,4182,123
West Virginia,Pocahontas,2016,3725,3477,248
Arkansas,Poinsett,2016,10075,9645,430
Louisiana,Pointe Coupee Parish,2016,9960,9314,646
Arkansas,Polk,2016,8168,7770,398
Florida,Polk,2016,286350,270598,15752
Georgia,Polk,2016,18042,16935,1107
Iowa,Polk,2016,256655,247743,8912
Minnesota,Polk,2016,17205,16459,746
Missouri,Polk,2016,14245,13551,694
North Carolina,Polk,2016,8825,8416,409
Nebraska,Polk,2016,2878,2802,76
Oregon,Polk,2016,38318,36384,1934
Tennessee,Polk,2016,7364,6943,421
Texas,Polk,2016,17372,16276,1096
Wisconsin,Polk,2016,24921,23780,1141
Puerto Rico,Ponce Municipio,2016,47812,41397,6415
Montana,Pondera,2016,2868,2747,121
Mississippi,Pontotoc,2016,14446,13766,680
Oklahoma,Pontotoc,2016,18473,17722,751
Arkansas,Pope,2016,29234,27893,1341
Illinois,Pope,2016,1761,1640,121
Minnesota,Pope,2016,6324,6100,224
Virginia,Poquoson city,2016,6158,5940,218
Ohio,Portage,2016,87094,82692,4402
Wisconsin,Portage,2016,39555,38046,1509
Indiana,Porter,2016,86273,81852,4421
Virginia,Portsmouth city,2016,44012,41279,2733
Indiana,Posey,2016,13450,12919,531
Kansas,Pottawatomie,2016,12138,11714,424
Oklahoma,Pottawatomie,2016,33090,31563,1527
Iowa,Pottawattamie,2016,48137,46503,1634
Pennsylvania,Potter,2016,7378,6800,578
South Dakota,Potter,2016,1157,1126,31
Texas,Potter,2016,56133,54257,1876
Montana,Powder River,2016,1068,1043,25
Kentucky,Powell,2016,4959,4601,358
Montana,Powell,2016,2870,2726,144
Idaho,Power,2016,3937,3776,161
Iowa,Poweshiek,2016,10395,10038,357
Virginia,Powhatan,2016,13618,13130,488
Arkansas,Prairie,2016,3644,3505,139
Montana,Prairie,2016,527,509,18
Kansas,Pratt,2016,5098,4891,207
Ohio,Preble,2016,21012,20004,1008
Mississippi,Prentiss,2016,11069,10468,601
Texas,Presidio,2016,3078,2749,329
Michigan,Presque Isle,2016,5286,4780,506
West Virginia,Preston,2016,14847,13993,854
Wisconsin,Price,2016,6894,6598,296
Virginia,Prince Edward,2016,10142,9596,546
Virginia,Prince George,2016,14913,14180,733
Maryland,Prince George's,2016,501485,479096,22389
Alaska,Prince of Wales-Hyder Census Area,2016,2765,2428,337
Virginia,Prince William,2016,234634,225991,8643
Rhode Island,Providence,2016,323192,305351,17841
Colorado,Prowers,2016,6000,5806,194
Colorado,Pueblo,2016,73046,69551,3495
Arkansas,Pulaski,2016,186810,180191,6619
Georgia,Pulaski,2016,4032,3796,236
Illinois,Pulaski,2016,2194,2008,186
Indiana,Pulaski,2016,6379,6094,285
Kentucky,Pulaski,2016,25382,23989,1393
Missouri,Pulaski,2016,14501,13713,788
Virginia,Pulaski,2016,16252,15273,979
Oklahoma,Pushmataha,2016,4880,4525,355
Florida,Putnam,2016,26926,25221,1705
Georgia,Putnam,2016,7939,7381,558
Illinois,Putnam,2016,3107,2933,174
Indiana,Putnam,2016,16604,15854,750
Missouri,Putnam,2016,2458,2346,112
New York,Putnam,2016,50674,48657,2017
Ohio,Putnam,2016,18893,18197,696
Tennessee,Putnam,2016,33140,31521,1619
West Virginia,Putnam,2016,25765,24505,1260
New Mexico,Quay,2016,3210,2994,216
Puerto Rico,Quebradillas Municipio,2016,6079,5109,970
Maryland,Queen Anne's,2016,26647,25601,1046
New York,Queens,2016,1158611,1105906,52705
Georgia,Quitman,2016,813,754,59
Mississippi,Quitman,2016,2618,2364,254
Georgia,Rabun,2016,6687,6292,395
Wisconsin,Racine,2016,99890,94975,4915
Virginia,Radford city,2016,8248,7797,451
Texas,Rains,2016,5551,5329,222
West Virginia,Raleigh,2016,29925,27831,2094
Missouri,Ralls,2016,5636,5409,227
Minnesota,Ramsey,2016,283359,273167,10192
North Dakota,Ramsey,2016,6143,5968,175
Texas,Randall,2016,70631,68549,2082
Alabama,Randolph,2016,9467,8941,526
Arkansas,Randolph,2016,6513,6213,300
Georgia,Randolph,2016,2469,2261,208
Illinois,Randolph,2016,14548,13819,729
Indiana,Randolph,2016,12668,12098,570
Missouri,Randolph,2016,10511,9959,552
North Carolina,Randolph,2016,66894,63603,3291
West Virginia,Randolph,2016,12201,11470,731
Mississippi,Rankin,2016,74995,72044,2951
North Dakota,Ransom,2016,2838,2774,64
Louisiana,Rapides Parish,2016,57272,53741,3531
Virginia,Rappahannock,2016,3706,3574,132
Montana,Ravalli,2016,19593,18653,940
Kansas,Rawlins,2016,1543,1506,37
Missouri,Ray,2016,11165,10615,550
Texas,Reagan,2016,1701,1596,105
Texas,Real,2016,1041,982,59
#N/A,Red,MN,2016,2297,2129
Texas,Red River,2016,5031,4740,291
Louisiana,Red River Parish,2016,3808,3579,229
Nebraska,Red Willow,2016,5968,5800,168
Minnesota,Redwood,2016,8349,8007,342
Texas,Reeves,2016,6031,5711,320
Texas,Refugio,2016,3134,2927,207
Kansas,Reno,2016,30104,28778,1326
New York,Rensselaer,2016,81541,78055,3486
Minnesota,Renville,2016,8444,8001,443
North Dakota,Renville,2016,1307,1257,50
Kansas,Republic,2016,2541,2471,70
Missouri,Reynolds,2016,2687,2513,174
Tennessee,Rhea,2016,13426,12475,951
Kansas,Rice,2016,5299,5088,211
Minnesota,Rice,2016,36228,34960,1268
Utah,Rich,2016,1095,1060,35
Nebraska,Richardson,2016,4233,4096,137
Illinois,Richland,2016,7540,7093,447
Montana,Richland,2016,6219,5911,308
North Dakota,Richland,2016,8899,8655,244
Ohio,Richland,2016,53393,50416,2977
South Carolina,Richland,2016,200756,191043,9713
Wisconsin,Richland,2016,9280,8931,349
Louisiana,Richland Parish,2016,8445,7818,627
Georgia,Richmond,2016,84693,78975,5718
North Carolina,Richmond,2016,16790,15630,1160
New York,Richmond,2016,220823,209238,11585
Virginia,Richmond,2016,3903,3757,146
Virginia,Richmond city,2016,114514,109135,5379
Kansas,Riley,2016,34848,33666,1182
Puerto Rico,Rincon Municipio,2016,4631,3908,723
Iowa,Ringgold,2016,2600,2509,91
New Mexico,Rio Arriba,2016,16756,15519,1237
Colorado,Rio Blanco,2016,2736,2597,139
Colorado,Rio Grande,2016,5153,4898,255
Puerto Rico,Rio Grande Municipio,2016,17095,15303,1792
Indiana,Ripley,2016,14066,13420,646
Missouri,Ripley,2016,5345,4967,378
West Virginia,Ritchie,2016,4562,4263,299
California,Riverside,2016,1051430,987183,64247
Tennessee,Roane,2016,22780,21516,1264
West Virginia,Roane,2016,5200,4664,536
Virginia,Roanoke,2016,49068,47296,1772
Virginia,Roanoke city,2016,48871,46746,2125
South Dakota,Roberts,2016,4840,4640,200
Texas,Roberts,2016,442,422,20
Kentucky,Robertson,2016,805,755,50
Tennessee,Robertson,2016,34635,33199,1436
Texas,Robertson,2016,7253,6886,367
North Carolina,Robeson,2016,50549,46545,4004
Minnesota,Rock,2016,5930,5793,137
Nebraska,Rock,2016,890,867,23
Wisconsin,Rock,2016,84246,80545,3701
Illinois,Rock Island,2016,72081,67558,4523
Virginia,Rockbridge,2016,10448,9986,462
Kentucky,Rockcastle,2016,6683,6272,411
Georgia,Rockdale,2016,43179,40679,2500
North Carolina,Rockingham,2016,40854,38549,2305
New Hampshire,Rockingham,2016,181713,176210,5503
Virginia,Rockingham,2016,40502,39064,1438
New York,Rockland,2016,152479,146098,6381
Texas,Rockwall,2016,47329,45673,1656
Oklahoma,Roger Mills,2016,1813,1720,93
Oklahoma,Rogers,2016,44925,42673,2252
North Dakota,Rolette,2016,4983,4444,539
Kansas,Rooks,2016,2666,2540,126
Montana,Roosevelt,2016,4692,4442,250
New Mexico,Roosevelt,2016,8068,7613,455
Michigan,Roscommon,2016,7866,7200,666
Minnesota,Roseau,2016,8276,7854,422
Montana,Rosebud,2016,4111,3886,225
Ohio,Ross,2016,33827,31950,1877
Colorado,Routt,2016,14894,14504,390
Kentucky,Rowan,2016,10574,9942,632
North Carolina,Rowan,2016,64233,60664,3569
Texas,Runnels,2016,4646,4463,183
Indiana,Rush,2016,8978,8639,339
Kansas,Rush,2016,1730,1661,69
Texas,Rusk,2016,22363,21062,1301
Wisconsin,Rusk,2016,7015,6656,359
Alabama,Russell,2016,23627,22322,1305
Kansas,Russell,2016,3570,3420,150
Kentucky,Russell,2016,6138,5619,519
Virginia,Russell,2016,11231,10498,733
North Carolina,Rutherford,2016,24811,23153,1658
Tennessee,Rutherford,2016,163069,157053,6016
