State,County,Year,LabourForce,Employed,Unemployed
Illinois,Henderson,2016,3717,3490,227
Kentucky,Henderson,2016,21600,20567,1033
North Carolina,Henderson,2016,52299,50072,2227
Tennessee,Henderson,2016,11944,11129,815
Texas,Henderson,2016,35369,33718,1651
Indiana,Hendricks,2016,85776,82780,2996
Florida,Hendry,2016,15374,14071,1303
Minnesota,Hennepin,2016,687887,664996,22891
Virginia,Henrico,2016,178604,171571,7033
Alabama,Henry,2016,6749,6311,438
Georgia,Henry,2016,108731,102754,5977
Iowa,Henry,2016,9536,9197,339
Illinois,Henry,2016,25215,23692,1523
Indiana,Henry,2016,22114,21093,1021
Kentucky,Henry,2016,7925,7597,328
Missouri,Henry,2016,9907,9412,495
Ohio,Henry,2016,13600,12869,731
Tennessee,Henry,2016,13873,13058,815
Virginia,Henry,2016,22114,20866,1248
New York,Herkimer,2016,28164,26626,1538
Florida,Hernando,2016,67794,63712,4082
North Carolina,Hertford,2016,9316,8704,612
North Dakota,Hettinger,2016,1539,1493,46
Kentucky,Hickman,2016,1921,1805,116
Tennessee,Hickman,2016,10398,9918,480
Missouri,Hickory,2016,3701,3493,208
New Mexico,Hidalgo,2016,2202,2082,120
Texas,Hidalgo,2016,336926,310647,26279
Ohio,Highland,2016,16924,15845,1079
Virginia,Highland,2016,1306,1264,42
Florida,Highlands,2016,35655,33334,2321
Montana,Hill,2016,7808,7471,337
Texas,Hill,2016,15799,15104,695
Florida,Hillsborough,2016,705974,674848,31126
New Hampshire,Hillsborough,2016,232001,224981,7020
Michigan,Hillsdale,2016,21169,20098,1071
Mississippi,Hinds,2016,110065,104105,5960
Colorado,Hinsdale,2016,447,436,11
Nebraska,Hitchcock,2016,1304,1257,47
Ohio,Hocking,2016,13005,12275,730
Texas,Hockley,2016,11167,10649,518
Kansas,Hodgeman,2016,1028,1001,27
North Carolina,Hoke,2016,19916,18605,1311
Florida,Holmes,2016,6699,6339,360
Mississippi,Holmes,2016,5981,5326,655
Ohio,Holmes,2016,20983,20222,761
Missouri,Holt,2016,2689,2602,87
Nebraska,Holt,2016,5852,5708,144
Hawaii,Honolulu/city,2016,466140,453131,13009
Texas,Hood,2016,25255,24070,1185
Oregon,Hood River,2016,13906,13330,576
Nebraska,Hooker,2016,391,377,14
Alaska,Hoonah-Angoon Census Area,2016,1202,1060,142
Virginia,Hopewell city,2016,9766,9122,644
Kentucky,Hopkins,2016,19635,18506,1129
Texas,Hopkins,2016,17317,16628,689
Puerto Rico,Hormigueros Municipio,2016,5621,4933,688
South Carolina,Horry,2016,140424,132187,8237
Arkansas,Hot Spring,2016,14092,13539,553
Wyoming,Hot Springs,2016,2424,2307,117
Michigan,Houghton,2016,16559,15545,1014
Alabama,Houston,2016,44735,42156,2579
Georgia,Houston,2016,67559,63950,3609
Minnesota,Houston,2016,10636,10221,415
Tennessee,Houston,2016,3186,2947,239
Texas,Houston,2016,10058,9595,463
Arkansas,Howard,2016,5970,5775,195
Iowa,Howard,2016,5315,5124,191
Indiana,Howard,2016,38078,36304,1774
Maryland,Howard,2016,179621,173675,5946
Missouri,Howard,2016,5038,4815,223
Nebraska,Howard,2016,3296,3187,109
Texas,Howard,2016,13207,12477,730
Missouri,Howell,2016,16143,15118,1025
Minnesota,Hubbard,2016,9827,9191,636
New Jersey,Hudson,2016,359225,342429,16796
Texas,Hudspeth,2016,1541,1449,92
Colorado,Huerfano,2016,2499,2341,158
Oklahoma,Hughes,2016,5519,5119,400
South Dakota,Hughes,2016,10063,9825,238
Puerto Rico,Humacao Municipio,2016,17467,15004,2463
California,Humboldt,2016,62413,59337,3076
Iowa,Humboldt,2016,5372,5217,155
Nevada,Humboldt,2016,8052,7612,440
Mississippi,Humphreys,2016,2375,2105,270
Tennessee,Humphreys,2016,8611,8095,516
Texas,Hunt,2016,40499,38767,1732
New Jersey,Hunterdon,2016,64277,61855,2422
Pennsylvania,Huntingdon,2016,19656,18286,1370
Indiana,Huntington,2016,18687,17928,759
Michigan,Huron,2016,15992,15165,827
Ohio,Huron,2016,28107,26267,1840
South Dakota,Hutchinson,2016,3650,3557,93
Texas,Hutchinson,2016,9630,9089,541
North Carolina,Hyde,2016,2110,1910,200
South Dakota,Hyde,2016,698,679,19
Louisiana,Iberia Parish,2016,30110,27282,2828
Louisiana,Iberville Parish,2016,14108,13141,967
Iowa,Ida,2016,4014,3911,103
Idaho,Idaho,2016,6352,5992,360
California,Imperial,2016,75141,56997,18144
Arkansas,Independence,2016,15986,15195,791
Florida,Indian River,2016,62067,58348,3719
Pennsylvania,Indiana,2016,40150,37234,2916
Michigan,Ingham,2016,148872,142487,6385
California,Inyo,2016,8857,8389,468
Michigan,Ionia,2016,29646,28395,1251
Michigan,Iosco,2016,10106,9370,736
Iowa,Iowa,2016,10530,10202,328
Wisconsin,Iowa,2016,13720,13239,481
North Carolina,Iredell,2016,84565,80506,4059
Texas,Irion,2016,780,755,25
Michigan,Iron,2016,5216,4878,338
Missouri,Iron,2016,3721,3454,267
Utah,Iron,2016,21467,20531,936
Wisconsin,Iron,2016,2642,2446,196
Illinois,Iroquois,2016,14795,13980,815
Georgia,Irwin,2016,3213,2962,251
Puerto Rico,Isabela Municipio,2016,12613,10835,1778
Michigan,Isabella,2016,35341,33681,1660
Minnesota,Isanti,2016,20744,19778,966
Washington,Island,2016,32678,30747,1931
Virginia,Isle of Wight,2016,18905,18082,823
Mississippi,Issaquena,2016,401,345,56
Minnesota,Itasca,2016,22098,20214,1884
Mississippi,Itawamba,2016,10409,9884,525
Arkansas,Izard,2016,4959,4681,278
Texas,Jack,2016,3853,3663,190
Alabama,Jackson,2016,23681,22193,1488
Arkansas,Jackson,2016,6048,5671,377
Colorado,Jackson,2016,891,867,24
Florida,Jackson,2016,17307,16408,899
Georgia,Jackson,2016,33234,31819,1415
Iowa,Jackson,2016,11034,10571,463
Illinois,Jackson,2016,28679,27133,1546
Indiana,Jackson,2016,22344,21527,817
Kansas,Jackson,2016,7251,7000,251
Kentucky,Jackson,2016,4168,3836,332
Michigan,Jackson,2016,74383,70781,3602
Minnesota,Jackson,2016,6119,5843,276
Missouri,Jackson,2016,364782,346091,18691
Mississippi,Jackson,2016,59142,55271,3871
North Carolina,Jackson,2016,18831,17809,1022
Ohio,Jackson,2016,12797,11786,1011
Oklahoma,Jackson,2016,11012,10529,483
Oregon,Jackson,2016,101378,95552,5826
South Dakota,Jackson,2016,1304,1250,54
Tennessee,Jackson,2016,4476,4164,312
Texas,Jackson,2016,7271,6932,339
Wisconsin,Jackson,2016,10344,9891,453
West Virginia,Jackson,2016,12001,11222,779
Louisiana,Jackson Parish,2016,7083,6688,395
Virginia,James City,2016,34816,33453,1363
Georgia,Jasper,2016,6571,6257,314
Iowa,Jasper,2016,19194,18512,682
Illinois,Jasper,2016,4647,4355,292
Indiana,Jasper,2016,16570,15688,882
Missouri,Jasper,2016,57829,55422,2407
Mississippi,Jasper,2016,6196,5723,473
South Carolina,Jasper,2016,12018,11492,526
Texas,Jasper,2016,13460,12429,1031
Indiana,Jay,2016,9945,9494,451
Puerto Rico,Jayuya Municipio,2016,4221,3675,546
Georgia,Jeff Davis,2016,6217,5822,395
Texas,Jeff Davis,2016,1072,1041,31
Alabama,Jefferson,2016,312478,294630,17848
Arkansas,Jefferson,2016,28278,26695,1583
Colorado,Jefferson,2016,315094,305778,9316
Florida,Jefferson,2016,5376,5095,281
Georgia,Jefferson,2016,6586,6100,486
Iowa,Jefferson,2016,9160,8824,336
Idaho,Jefferson,2016,12848,12451,397
Illinois,Jefferson,2016,17568,16442,1126
Indiana,Jefferson,2016,15285,14573,712
Kansas,Jefferson,2016,10205,9808,397
Kentucky,Jefferson,2016,386617,369452,17165
Missouri,Jefferson,2016,117823,112753,5070
Mississippi,Jefferson,2016,2228,1897,331
Montana,Jefferson,2016,5676,5415,261
Nebraska,Jefferson,2016,4216,4115,101
New York,Jefferson,2016,45649,42804,2845
Ohio,Jefferson,2016,28897,26469,2428
Oklahoma,Jefferson,2016,2712,2519,193
Oregon,Jefferson,2016,9859,9207,652
Pennsylvania,Jefferson,2016,20694,19281,1413
Tennessee,Jefferson,2016,23529,22290,1239
Texas,Jefferson,2016,107450,99932,7518
Washington,Jefferson,2016,11488,10675,813
Wisconsin,Jefferson,2016,45775,43996,1779
West Virginia,Jefferson,2016,28546,27584,962
Mississippi,Jefferson Davis,2016,4183,3840,343
Louisiana,Jefferson Davis Parish,2016,13574,12757,817
Louisiana,Jefferson Parish,2016,216473,205046,11427
Georgia,Jenkins,2016,3157,2919,238
Indiana,Jennings,2016,13265,12635,630
South Dakota,Jerauld,2016,1071,1045,26
Idaho,Jerome,2016,11366,11008,358
Illinois,Jersey,2016,11055,10410,645
Kentucky,Jessamine,2016,25654,24644,1010
Kansas,Jewell,2016,1329,1272,57
Texas,Jim Hogg,2016,1943,1758,185
Texas,Jim Wells,2016,17452,15614,1838
Illinois,Jo Daviess,2016,11376,10764,612
Arkansas,Johnson,2016,10516,10018,498
Georgia,Johnson,2016,3920,3681,239
Iowa,Johnson,2016,84086,81903,2183
Illinois,Johnson,2016,4209,3842,367
Indiana,Johnson,2016,80246,77330,2916
Kansas,Johnson,2016,327981,317290,10691
Kentucky,Johnson,2016,7015,6288,727
Missouri,Johnson,2016,23221,22081,1140
Nebraska,Johnson,2016,2089,2023,66
Tennessee,Johnson,2016,7514,7154,360
Texas,Johnson,2016,76008,72703,3305
Wyoming,Johnson,2016,4205,3979,226
North Carolina,Johnston,2016,91592,87311,4281
Oklahoma,Johnston,2016,4377,4121,256
Georgia,Jones,2016,13771,13110,661
Iowa,Jones,2016,10660,10203,457
Mississippi,Jones,2016,25811,24239,1572
North Carolina,Jones,2016,4515,4277,238
South Dakota,Jones,2016,569,556,13
Texas,Jones,2016,5622,5297,325
Oregon,Josephine,2016,34281,32061,2220
Utah,Juab,2016,5218,5028,190
Puerto Rico,Juana Diaz Municipio,2016,15597,13338,2259
Montana,Judith Basin,2016,934,902,32
Puerto Rico,Juncos Municipio,2016,12462,10817,1645
Wisconsin,Juneau,2016,13559,12959,600
Alaska,Juneau Borough/city,2016,17316,16540,776
Pennsylvania,Juniata,2016,12196,11544,652
Michigan,Kalamazoo,2016,131966,126621,5345
Michigan,Kalkaska,2016,7717,7163,554
Minnesota,Kanabec,2016,9021,8436,585
West Virginia,Kanawha,2016,85268,80606,4662
Minnesota,Kandiyohi,2016,24271,23351,920
Illinois,Kane,2016,270169,255214,14955
Utah,Kane,2016,3693,3552,141
Illinois,Kankakee,2016,54706,51162,3544
Texas,Karnes,2016,6274,5968,306
Hawaii,Kauai,2016,36810,35657,1153
Texas,Kaufman,2016,57893,55704,2189
Oklahoma,Kay,2016,18961,17766,1195
Nebraska,Kearney,2016,3736,3648,88
Kansas,Kearny,2016,2056,1991,65
Nebraska,Keith,2016,4611,4478,133
Mississippi,Kemper,2016,3556,3247,309
Alaska,Kenai Peninsula Borough,2016,27127,24818,2309
Illinois,Kendall,2016,67876,64412,3464
Texas,Kendall,2016,20338,19689,649
Texas,Kenedy,2016,217,207,10
Maine,Kennebec,2016,62194,59932,2262
Wisconsin,Kenosha,2016,88448,84339,4109
Delaware,Kent,2016,77196,73404,3792
Maryland,Kent,2016,10265,9764,501
Michigan,Kent,2016,350238,337914,12324
Rhode Island,Kent,2016,90721,86433,4288
Texas,Kent,2016,469,455,14
Kentucky,Kenton,2016,84703,81200,3503
Iowa,Keokuk,2016,5307,5079,228
California,Kern,2016,387978,347694,40284
Texas,Kerr,2016,21349,20583,766
South Carolina,Kershaw,2016,29296,27761,1535
Alaska,Ketchikan Gateway Borough,2016,7015,6558,457
Wisconsin,Kewaunee,2016,11051,10646,405
Michigan,Keweenaw,2016,941,860,81
Nebraska,Keya Paha,2016,619,606,13
North Dakota,Kidder,2016,1375,1323,52
Nebraska,Kimball,2016,1969,1889,80
Texas,Kimble,2016,1951,1877,74
Texas,King,2016,178,171,7
Washington,King,2016,1213744,1167122,46622
Virginia,King and Queen,2016,3655,3501,154
Virginia,King George,2016,12304,11772,532
Virginia,King William,2016,8738,8403,335
Oklahoma,Kingfisher,2016,8457,8177,280
Kansas,Kingman,2016,3524,3369,155
California,Kings,2016,57141,51446,5695
New York,Kings,2016,1214539,1149735,64804
South Dakota,Kingsbury,2016,2740,2668,72
Texas,Kinney,2016,1156,1089,67
Colorado,Kiowa,2016,846,829,17
Kansas,Kiowa,2016,1418,1379,39
Oklahoma,Kiowa,2016,4113,3894,219
Colorado,Kit Carson,2016,4534,4438,96
Washington,Kitsap,2016,117955,111377,6578
Washington,Kittitas,2016,21495,20212,1283
Minnesota,Kittson,2016,2412,2302,110
Oregon,Klamath,2016,29222,27242,1980
Texas,Kleberg,2016,14103,13157,946
Washington,Klickitat,2016,9627,8970,657
Kentucky,Knott,2016,4561,4030,531
Illinois,Knox,2016,22941,21528,1413
Indiana,Knox,2016,19063,18230,833
Kentucky,Knox,2016,9899,9103,796
Maine,Knox,2016,20675,19948,727
Missouri,Knox,2016,1987,1915,72
Nebraska,Knox,2016,4714,4570,144
Ohio,Knox,2016,31219,29766,1453
Tennessee,Knox,2016,232864,223589,9275
Texas,Knox,2016,1558,1492,66
Alaska,Kodiak Island Borough,2016,6409,6079,330
Minnesota,Koochiching,2016,6183,5659,524
Idaho,Kootenai,2016,73965,70512,3453
Indiana,Kosciusko,2016,41495,39941,1554
Iowa,Kossuth,2016,8870,8638,232
Alaska,Kusilvak Census Area,2016,2721,2133,588
Wisconsin,La Crosse,2016,67666,65227,2439
Arizona,La Paz,2016,8459,7949,510
Colorado,La Plata,2016,30961,30072,889
Texas,La Salle,2016,3884,3685,199
Kansas,Labette,2016,10722,10143,579
Minnesota,Lac qui Parle,2016,3631,3476,155
Pennsylvania,Lackawanna,2016,106729,100704,6025
Missouri,Laclede,2016,16186,15303,883
Arkansas,Lafayette,2016,2578,2428,150
Florida,Lafayette,2016,2962,2833,129
Missouri,Lafayette,2016,17219,16476,743
Mississippi,Lafayette,2016,26008,24746,1262
Wisconsin,Lafayette,2016,9859,9546,313
Louisiana,Lafayette Parish,2016,114343,107328,7015
Louisiana,Lafourche Parish,2016,43290,40569,2721
Indiana,LaGrange,2016,19422,18752,670
Puerto Rico,Lajas Municipio,2016,5631,4580,1051
California,Lake,2016,29061,27108,1953
Colorado,Lake,2016,4613,4481,132
Florida,Lake,2016,145832,138781,7051
Illinois,Lake,2016,371791,352296,19495
Indiana,Lake,2016,232236,217542,14694
Michigan,Lake,2016,3751,3470,281
Minnesota,Lake,2016,5435,5090,345
Montana,Lake,2016,13094,12474,620
Ohio,Lake,2016,125662,119629,6033
Oregon,Lake,2016,3452,3232,220
South Dakota,Lake,2016,6456,6237,219
Tennessee,Lake,2016,1908,1760,148
Alaska,Lake and Peninsula Borough,2016,655,573,82
Minnesota,Lake of the Woods,2016,2391,2276,115
Alabama,Lamar,2016,5713,5392,321
Georgia,Lamar,2016,7886,7369,517
Mississippi,Lamar,2016,29627,28288,1339
Texas,Lamar,2016,23219,22146,1073
Texas,Lamb,2016,5245,4905,340
Vermont,Lamoille,2016,13922,13333,589
North Dakota,LaMoure,2016,2314,2259,55
Texas,Lampasas,2016,9157,8777,380
Nebraska,Lancaster,2016,168830,164151,4679
Pennsylvania,Lancaster,2016,279731,268202,11529
South Carolina,Lancaster,2016,38406,36354,2052
Virginia,Lancaster,2016,5103,4813,290
Nevada,Lander,2016,3130,2935,195
Kansas,Lane,2016,810,785,25
Oregon,Lane,2016,178428,169361,9067
Wisconsin,Langlade,2016,9591,9094,497
Georgia,Lanier,2016,3822,3601,221
Michigan,Lapeer,2016,40758,38137,2621
Indiana,LaPorte,2016,48647,45786,2861
Wyoming,Laramie,2016,48772,46740,2032
Puerto Rico,Lares Municipio,2016,7412,5980,1432
Colorado,Larimer,2016,187205,181951,5254
Kentucky,Larue,2016,5898,5624,274
Colorado,Las Animas,2016,6182,5870,312
Puerto Rico,Las Marias Municipio,2016,2865,2439,426
Puerto Rico,Las Piedras Municipio,2016,11365,9835,1530
Illinois,LaSalle,2016,57117,53251,3866
Louisiana,LaSalle Parish,2016,6270,5855,415
California,Lassen,2016,10360,9642,718
Idaho,Latah,2016,19930,19298,632
Oklahoma,Latimer,2016,3728,3407,321
Alabama,Lauderdale,2016,42703,39998,2705
Mississippi,Lauderdale,2016,31802,29942,1860
Tennessee,Lauderdale,2016,9400,8676,724
Kentucky,Laurel,2016,23913,22421,1492
Georgia,Laurens,2016,19032,17767,1265
South Carolina,Laurens,2016,30085,28512,1573
Texas,Lavaca,2016,8738,8370,368
Alabama,Lawrence,2016,13775,12828,947
Arkansas,Lawrence,2016,6906,6607,299
Illinois,Lawrence,2016,6176,5717,459
Indiana,Lawrence,2016,20593,19423,1170
Kentucky,Lawrence,2016,5045,4491,554
Missouri,Lawrence,2016,17815,17036,779
Mississippi,Lawrence,2016,4679,4347,332
Ohio,Lawrence,2016,24743,23123,1620
Pennsylvania,Lawrence,2016,41491,38709,2782
South Dakota,Lawrence,2016,13062,12632,430
Tennessee,Lawrence,2016,17731,16711,1020
Oklahoma,Le Flore,2016,19773,18411,1362
Minnesota,Le Sueur,2016,15611,14850,761
New Mexico,Lea,2016,27727,25200,2527
Mississippi,Leake,2016,7759,7291,468
Kansas,Leavenworth,2016,35747,34206,1541
Pennsylvania,Lebanon,2016,70557,67401,3156
Alabama,Lee,2016,72653,68867,3786
Arkansas,Lee,2016,3087,2942,145
Florida,Lee,2016,328730,313612,15118
Georgia,Lee,2016,14533,13852,681
Iowa,Lee,2016,17416,16364,1052
Illinois,Lee,2016,18021,17095,926
Kentucky,Lee,2016,1899,1712,187
Mississippi,Lee,2016,40839,38861,1978
North Carolina,Lee,2016,26231,24691,1540
South Carolina,Lee,2016,6450,5992,458
Texas,Lee,2016,9280,8930,350
Virginia,Lee,2016,8435,7856,579
Michigan,Leelanau,2016,10571,10057,514
Mississippi,Leflore,2016,10340,9406,934
Pennsylvania,Lehigh,2016,188955,178878,10077
Idaho,Lemhi,2016,3414,3205,209
Michigan,Lenawee,2016,47334,45161,2173
North Carolina,Lenoir,2016,27651,26032,1619
Florida,Leon,2016,149944,143181,6763
Texas,Leon,2016,6508,6087,421
Kentucky,Leslie,2016,2792,2413,379
Kentucky,Letcher,2016,6429,5627,802
Florida,Levy,2016,16617,15762,855
Idaho,Lewis,2016,1629,1525,104
Kentucky,Lewis,2016,4745,4275,470
Missouri,Lewis,2016,5146,4913,233
New York,Lewis,2016,11739,10951,788
Tennessee,Lewis,2016,4869,4581,288
Washington,Lewis,2016,31866,29375,2491
West Virginia,Lewis,2016,6826,6245,581
Montana,Lewis and Clark,2016,35230,34067,1163
South Carolina,Lexington,2016,148313,142252,6061
Virginia,Lexington city,2016,2262,2122,140
Florida,Liberty,2016,2632,2498,134
Georgia,Liberty,2016,25004,23542,1462
Montana,Liberty,2016,990,959,31
Texas,Liberty,2016,31525,29156,2369
Ohio,Licking,2016,88215,84323,3892
Alabama,Limestone,2016,40853,38720,2133
Texas,Limestone,2016,8322,7857,465
Arkansas,Lincoln,2016,4088,3891,197
Colorado,Lincoln,2016,2277,2219,58
Georgia,Lincoln,2016,3472,3268,204
Idaho,Lincoln,2016,2646,2528,118
Kansas,Lincoln,2016,1735,1676,59
Kentucky,Lincoln,2016,9149,8588,561
Maine,Lincoln,2016,16986,16358,628
Minnesota,Lincoln,2016,3395,3271,124
Missouri,Lincoln,2016,27271,26047,1224
Mississippi,Lincoln,2016,14433,13616,817
Montana,Lincoln,2016,7938,7223,715
North Carolina,Lincoln,2016,41095,39160,1935
Nebraska,Lincoln,2016,18687,18113,574
New Mexico,Lincoln,2016,8641,8133,508
Nevada,Lincoln,2016,1985,1880,105
Oklahoma,Lincoln,2016,15893,15049,844
Oregon,Lincoln,2016,20893,19721,1172
South Dakota,Lincoln,2016,31437,30760,677
Tennessee,Lincoln,2016,15908,15258,650
Washington,Lincoln,2016,4882,4609,273
Wisconsin,Lincoln,2016,15285,14618,667
West Virginia,Lincoln,2016,7287,6664,623
Wyoming,Lincoln,2016,8719,8308,411
Louisiana,Lincoln Parish,2016,21462,20129,1333
Iowa,Linn,2016,118477,114131,4346
Kansas,Linn,2016,4338,4059,279
Missouri,Linn,2016,5282,4927,355
Oregon,Linn,2016,56815,53574,3241
Texas,Lipscomb,2016,1651,1578,73
Connecticut,Litchfield,2016,104743,99796,4947
Arkansas,Little River,2016,5584,5323,261
Texas,Live Oak,2016,5201,4893,308
Illinois,Livingston,2016,17027,16105,922
Kentucky,Livingston,2016,3687,3420,267
Michigan,Livingston,2016,100123,96031,4092
Missouri,Livingston,2016,7362,7074,288
New York,Livingston,2016,31030,29498,1532
Louisiana,Livingston Parish,2016,68671,65194,3477
Texas,Llano,2016,8289,7944,345
Arkansas,Logan,2016,9114,8696,418
Colorado,Logan,2016,11006,10682,324
Illinois,Logan,2016,13042,12346,696
Kansas,Logan,2016,1721,1677,44
Kentucky,Logan,2016,11731,11211,520
North Dakota,Logan,2016,960,926,34
Nebraska,Logan,2016,483,469,14
Ohio,Logan,2016,23313,22330,983
Oklahoma,Logan,2016,21595,20723,872
West Virginia,Logan,2016,11154,10015,1139
Puerto Rico,Loiza Municipio,2016,8654,7675,979
Georgia,Long,2016,7412,7012,400
Arkansas,Lonoke,2016,33335,32226,1109
Ohio,Lorain,2016,153570,144544,9026
New Mexico,Los Alamos,2016,8797,8429,368
California,Los Angeles,2016,5030508,4765899,264609
Tennessee,Loudon,2016,22202,21168,1034
Virginia,Loudoun,2016,207000,200319,6681
Iowa,Louisa,2016,6087,5848,239
Virginia,Louisa,2016,18543,17827,716
Nebraska,Loup,2016,396,382,14
Oklahoma,Love,2016,6577,6370,207
Texas,Loving,2016,86,82,4
Alabama,Lowndes,2016,3815,3414,401
Georgia,Lowndes,2016,51227,48527,2700
Mississippi,Lowndes,2016,25535,23975,1560
Texas,Lubbock,2016,153504,148310,5194
Iowa,Lucas,2016,4370,4231,139
Ohio,Lucas,2016,210347,199375,10972
Michigan,Luce,2016,2401,2239,162
Georgia,Lumpkin,2016,15945,15183,762
New Mexico,Luna,2016,10771,9225,1546
Virginia,Lunenburg,2016,5245,5001,244
Puerto Rico,Luquillo Municipio,2016,6333,5434,899
Pennsylvania,Luzerne,2016,158671,148700,9971
Pennsylvania,Lycoming,2016,58697,54813,3884
South Dakota,Lyman,2016,1775,1692,83
Virginia,Lynchburg city,2016,35473,33610,1863
Texas,Lynn,2016,2729,2621,108
Iowa,Lyon,2016,7068,6924,144
Kansas,Lyon,2016,16802,16114,688
Kentucky,Lyon,2016,2960,2785,175
Minnesota,Lyon,2016,15238,14697,541
Nevada,Lyon,2016,21267,19674,1593
Michigan,Mackinac,2016,5188,4675,513
Michigan,Macomb,2016,436316,413581,22735
Alabama,Macon,2016,7900,7301,599
Georgia,Macon,2016,4671,4285,386
Illinois,Macon,2016,50568,47229,3339
Missouri,Macon,2016,7626,7262,364
North Carolina,Macon,2016,15219,14400,819
Tennessee,Macon,2016,10201,9757,444
Illinois,Macoupin,2016,23358,21966,1392
California,Madera,2016,61032,55393,5639
Alabama,Madison,2016,174275,165388,8887
Arkansas,Madison,2016,7274,7041,233
Florida,Madison,2016,7312,6929,383
Georgia,Madison,2016,13062,12417,645
Iowa,Madison,2016,8229,7937,292
Idaho,Madison,2016,20599,20101,498
Illinois,Madison,2016,135113,127149,7964
Indiana,Madison,2016,58964,55991,2973
Kentucky,Madison,2016,45097,43198,1899
Missouri,Madison,2016,5487,5185,302
Mississippi,Madison,2016,53406,51114,2292
Montana,Madison,2016,4418,4251,167
North Carolina,Madison,2016,9702,9230,472
Nebraska,Madison,2016,19136,18610,526
New York,Madison,2016,32694,30973,1721
Ohio,Madison,2016,20329,19524,805
Tennessee,Madison,2016,47628,45317,2311
Texas,Madison,2016,4766,4524,242
Virginia,Madison,2016,7162,6936,226
Louisiana,Madison Parish,2016,3835,3491,344
Kentucky,Magoffin,2016,3148,2522,626
Iowa,Mahaska,2016,11768,11330,438
Minnesota,Mahnomen,2016,2397,2259,138
Ohio,Mahoning,2016,105917,99115,6802
Oklahoma,Major,2016,3997,3833,164
Oregon,Malheur,2016,12475,11787,688
Virginia,Manassas city,2016,21566,20779,787
Virginia,Manassas Park city,2016,8469,8157,312
Florida,Manatee,2016,170287,162567,7720
Puerto Rico,Manati Municipio,2016,11648,10295,1353
Michigan,Manistee,2016,10530,9840,690
Wisconsin,Manitowoc,2016,41912,40109,1803
Wisconsin,Marathon,2016,73739,71117,2622
Alabama,Marengo,2016,7703,7155,548
Puerto Rico,Maricao Municipio,2016,1955,1657,298
Arizona,Maricopa,2016,2077868,1983062,94806
Missouri,Maries,2016,3916,3719,197
California,Marin,2016,139619,135040,4579
Wisconsin,Marinette,2016,20266,19157,1109
Alabama,Marion,2016,12547,11720,827
Arkansas,Marion,2016,6511,6251,260
Florida,Marion,2016,131780,124145,7635
Georgia,Marion,2016,3374,3127,247
Iowa,Marion,2016,17400,16875,525
Illinois,Marion,2016,18026,16875,1151
Indiana,Marion,2016,481434,459887,21547
Kansas,Marion,2016,6114,5873,241
Kentucky,Marion,2016,9400,8999,401
Missouri,Marion,2016,14597,13972,625
Mississippi,Marion,2016,10271,9601,670
Ohio,Marion,2016,27729,26312,1417
Oregon,Marion,2016,157354,149396,7958
South Carolina,Marion,2016,12704,11592,1112
Tennessee,Marion,2016,11878,11133,745
Texas,Marion,2016,4340,4036,304
West Virginia,Marion,2016,25662,23982,1680
California,Mariposa,2016,7567,7048,519
South Carolina,Marlboro,2016,9329,8542,787
Michigan,Marquette,2016,33309,31408,1901
Wisconsin,Marquette,2016,7566,7182,384
Alabama,Marshall,2016,41754,39535,2219
Iowa,Marshall,2016,19085,18150,935
Illinois,Marshall,2016,5631,5257,374
Indiana,Marshall,2016,24324,23412,912
Kansas,Marshall,2016,5556,5388,168
Kentucky,Marshall,2016,14910,14039,871
Minnesota,Marshall,2016,5636,5225,411
Mississippi,Marshall,2016,14566,13692,874
Oklahoma,Marshall,2016,6621,6287,334
South Dakota,Marshall,2016,2460,2365,95
Tennessee,Marshall,2016,15020,14329,691
West Virginia,Marshall,2016,14061,12939,1122
Florida,Martin,2016,70764,67350,3414
Indiana,Martin,2016,5150,4939,211
Kentucky,Martin,2016,3085,2765,320
Minnesota,Martin,2016,10497,10066,431
North Carolina,Martin,2016,9814,9152,662
Texas,Martin,2016,2481,2372,109
Virginia,Martinsville city,2016,5157,4789,368
Illinois,Mason,2016,6439,5979,460
Kentucky,Mason,2016,7138,6679,459
Michigan,Mason,2016,14271,13440,831
Texas,Mason,2016,1790,1725,65
Washington,Mason,2016,23464,21690,1774
West Virginia,Mason,2016,10027,9311,716
Illinois,Massac,2016,5992,5564,428
Texas,Matagorda,2016,16874,15642,1232
Alaska,Matanuska-Susitna Borough,2016,47351,43455,3896
Virginia,Mathews,2016,4034,3871,163
Hawaii,Maui,2016,87215,84564,2651
Puerto Rico,Maunabo Municipio,2016,3020,2466,554
Tennessee,Maury,2016,43933,42164,1769
Texas,Maverick,2016,24222,21505,2717
Puerto Rico,Mayaguez Municipio,2016,23225,20039,3186
Oklahoma,Mayes,2016,19460,18470,990
Oklahoma,McClain,2016,18976,18197,779
Montana,McCone,2016,1044,1024,20
South Dakota,McCook,2016,3132,3055,77
South Carolina,McCormick,2016,3398,3208,190
Kentucky,McCracken,2016,29002,27318,1684
Kentucky,McCreary,2016,4603,4229,374
Texas,McCulloch,2016,3709,3543,166
Oklahoma,McCurtain,2016,14822,13764,1058
Missouri,McDonald,2016,10492,10036,456
Illinois,McDonough,2016,14027,13147,880
North Carolina,McDowell,2016,21015,20008,1007
West Virginia,McDowell,2016,5083,4464,619
Georgia,McDuffie,2016,8786,8144,642
