SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
50,51,161,Virginia,Roanoke County,2016,93528,44984,48544,39895,43093,2664,2875,108,75,1471,1655,15,23,831,823,40661,43846,3099,3324,331,272,1718,1889,45,63,43585,47125,38724,41902,2565,2745,75,58,1459,1636,11,16,751,768,39420,42605,2953,3163,264,238,1692,1860,39,53,1399,1419,1171,1191,99,130,33,17,12,19,4,7,80,55,1241,1241,146,161,67,34,26,29,6,10
50,51,163,Virginia,Rockbridge County,2016,22450,11152,11298,10507,10665,346,304,72,65,52,75,1,2,174,187,10670,10831,419,398,152,143,82,108,7,11,10953,11100,10340,10492,329,297,68,58,52,74,1,2,163,177,10492,10651,394,384,146,131,81,105,7,11,199,198,167,173,17,7,4,7,0,1,0,0,11,10,178,180,25,14,6,12,1,3,0,0
50,51,165,Virginia,Rockingham County,2016,79367,39067,40300,36919,38373,1008,753,243,222,293,348,42,23,562,581,37447,38919,1299,1053,442,412,405,472,56,41,36256,37801,34542,36252,900,646,52,50,276,332,26,14,460,507,34977,36730,1140,912,196,202,377,448,37,29,2811,2499,2377,2121,108,107,191,172,17,16,16,9,102,74,2470,2189,159,141,246,210,28,24,19,12
50,51,167,Virginia,Russell County,2016,27422,13405,14017,13071,13742,172,102,32,33,29,21,1,2,100,117,13166,13846,211,151,76,89,47,43,8,8,13216,13846,12941,13607,135,95,24,25,29,21,1,2,86,96,13023,13692,168,135,62,71,44,41,7,6,189,171,130,135,37,7,8,8,0,0,0,0,14,21,143,154,43,16,14,18,3,2,1,2
50,51,169,Virginia,Scott County,2016,22082,11078,11004,10831,10771,104,69,35,34,16,28,8,9,84,93,10909,10856,135,114,75,72,34,45,9,14,10924,10861,10701,10661,100,69,28,24,15,25,1,0,79,82,10774,10735,129,108,66,58,32,41,2,5,154,143,130,110,4,0,7,10,1,3,7,9,5,11,135,121,6,6,9,14,2,4,7,9
50,51,171,Virginia,Shenandoah County,2016,42907,21032,21875,19747,20685,594,474,104,84,170,251,7,11,410,370,20140,21027,800,679,257,213,236,312,15,23,19418,20449,18364,19433,508,416,55,37,160,236,3,6,328,321,18681,19729,679,597,163,144,216,293,9,15,1614,1426,1383,1252,86,58,49,47,10,15,4,5,82,49,1459,1298,121,82,94,69,20,19,6,8
50,51,173,Virginia,Smyth County,2016,31126,15295,15831,14662,15204,384,329,19,32,71,72,4,2,155,192,14801,15376,461,434,89,107,95,103,7,11,14981,15521,14383,14934,371,313,16,30,70,70,1,2,140,172,14510,15086,439,406,78,99,92,100,4,10,314,310,279,270,13,16,3,2,1,2,3,0,15,20,291,290,22,28,11,8,3,3,3,1
50,51,175,Virginia,Southampton County,2016,18080,9404,8676,5771,5431,3396,3009,37,44,30,40,7,5,163,147,5916,5561,3490,3104,87,87,63,69,16,15,9274,8532,5691,5345,3376,2978,27,35,30,39,7,4,143,131,5819,5459,3464,3063,67,73,57,66,15,14,130,144,80,86,20,31,10,9,0,1,0,1,20,16,97,102,26,41,20,14,6,3,1,1
50,51,177,Virginia,Spotsylvania County,2016,131252,64546,66706,49718,51175,10596,10859,319,296,1533,2035,92,103,2288,2238,51791,53183,11948,12212,823,815,2247,2714,191,202,58376,60671,44618,46226,10020,10312,192,176,1448,1925,76,78,2022,1954,46463,47981,11223,11500,591,592,2113,2558,161,160,6170,6035,5100,4949,576,547,127,120,85,110,16,25,266,284,5328,5202,725,712,232,223,134,156,30,42
50,51,179,Virginia,Stafford County,2016,143501,72442,71059,53604,51435,13221,13238,514,432,2109,2873,108,129,2886,2952,56188,54046,14832,14921,1182,1169,3204,3963,246,270,63421,62458,46194,44402,12474,12451,254,235,2001,2758,76,106,2422,2506,48376,46625,13821,13892,739,796,2981,3751,184,208,9021,8601,7410,7033,747,787,260,197,108,115,32,23,464,446,7812,7421,1011,1029,443,373,223,212,62,62
50,51,181,Virginia,Surry County,2016,6554,3197,3357,1783,1735,1312,1527,21,9,15,17,3,7,63,62,1837,1789,1350,1566,40,29,31,29,4,8,3122,3291,1740,1691,1296,1516,15,8,14,12,3,7,54,57,1787,1740,1329,1554,31,24,27,24,4,8,75,66,43,44,16,11,6,1,1,5,0,0,9,5,50,49,21,12,9,5,4,5,0,0
50,51,183,Virginia,Sussex County,2016,11414,6735,4679,2548,2030,4054,2532,31,23,30,28,1,0,71,66,2611,2089,4096,2571,57,45,41,40,1,2,6535,4540,2409,1935,4013,2506,16,15,29,24,1,0,67,60,2469,1989,4053,2544,39,33,40,34,1,2,200,139,139,95,41,26,15,8,1,4,0,0,4,6,142,100,43,27,18,12,1,6,0,0
50,51,185,Virginia,Tazewell County,2016,42155,20958,21197,19608,20348,920,415,37,41,144,151,5,4,244,238,19836,20565,1062,558,118,106,181,194,9,18,20717,21026,19404,20201,909,409,35,38,140,145,4,3,225,230,19613,20411,1041,548,110,99,174,187,8,17,241,171,204,147,11,6,2,3,4,6,1,1,19,8,223,154,21,10,8,7,7,7,1,1
50,51,187,Virginia,Warren County,2016,39165,19600,19565,17828,17829,984,929,97,98,202,279,10,9,479,421,18271,18216,1240,1165,243,213,311,380,25,27,18804,18738,17161,17131,945,876,65,68,187,261,3,5,443,397,17570,17494,1188,1099,195,174,289,360,15,23,796,827,667,698,39,53,32,30,15,18,7,4,36,24,701,722,52,66,48,39,22,20,10,4
50,51,191,Virginia,Washington County,2016,54100,26677,27423,25763,26634,444,318,72,60,143,159,15,8,240,244,25991,26859,567,442,156,143,187,212,23,19,26232,27090,25368,26344,431,307,55,47,141,159,5,5,232,228,25588,26554,552,423,138,124,182,209,11,16,445,333,395,290,13,11,17,13,2,0,10,3,8,16,403,305,15,19,18,19,5,3,12,3
50,51,193,Virginia,Westmoreland County,2016,17649,8585,9064,5954,6209,2240,2493,70,62,60,92,10,7,251,201,6180,6387,2381,2611,160,121,108,135,17,24,7894,8641,5404,5878,2189,2457,36,36,50,86,4,3,211,181,5594,6036,2314,2564,106,86,89,128,11,20,691,423,550,331,51,36,34,26,10,6,6,4,40,20,586,351,67,47,54,35,19,7,6,4
50,51,195,Virginia,Wise County,2016,39027,20252,18775,18046,18122,1879,303,46,29,75,91,2,1,204,229,18235,18336,1989,439,111,94,117,135,8,11,19969,18582,17805,17954,1853,293,39,26,74,90,2,1,196,218,17986,18158,1959,422,103,85,113,133,8,11,283,193,241,168,26,10,7,3,1,1,0,0,8,11,249,178,30,17,8,9,4,2,0,0
50,51,197,Virginia,Wythe County,2016,28912,14126,14786,13381,14033,421,399,38,26,72,89,2,5,212,234,13574,14247,553,541,97,91,106,131,10,16,13935,14632,13235,13912,399,386,34,21,68,87,0,4,199,222,13415,14114,525,524,90,80,98,127,8,15,191,154,146,121,22,13,4,5,4,2,2,1,13,12,159,133,28,17,7,11,8,4,2,1
50,51,199,Virginia,York County,2016,67832,33282,34550,25781,25975,4429,4825,158,167,1672,2251,67,95,1175,1237,26816,27054,4965,5413,407,437,2205,2826,138,183,31205,32476,24164,24394,4259,4621,104,118,1608,2192,58,84,1012,1067,25063,25324,4717,5121,294,327,2091,2725,117,160,2077,2074,1617,1581,170,204,54,49,64,59,9,11,163,170,1753,1730,248,292,113,110,114,101,21,23
50,51,510,Virginia,Alexandria city,2016,156698,75564,81134,50664,53294,17473,18792,568,525,4400,5828,114,103,2345,2592,52722,55552,18500,19963,1126,1203,5518,7033,246,250,62183,68194,39052,42188,16739,17984,151,180,4248,5697,54,54,1939,2091,40751,44006,17556,18895,550,642,5264,6774,161,172,13381,12940,11612,11106,734,808,417,345,152,131,60,49,406,501,11971,11546,944,1068,576,561,254,259,85,78
50,51,520,Virginia,Bristol city,2016,17088,8096,8992,7304,8217,493,449,34,36,64,95,3,3,198,192,7481,8391,622,589,89,75,94,120,11,16,7895,8821,7143,8077,484,439,24,26,62,93,3,3,179,183,7303,8242,601,574,73,62,89,117,10,16,201,171,161,140,9,10,10,10,2,2,0,0,19,9,178,149,21,15,16,13,5,3,1,0
50,51,530,Virginia,Buena Vista city,2016,6435,2957,3478,2667,3181,163,152,41,36,18,23,7,12,61,74,2722,3245,192,194,65,64,28,39,11,16,2891,3363,2610,3075,161,149,36,33,17,23,7,12,60,71,2664,3137,190,189,59,60,27,37,11,15,66,115,57,106,2,3,5,3,1,0,0,0,1,3,58,108,2,5,6,4,1,2,0,1
50,51,540,Virginia,Charlottesville city,2016,46943,22677,24266,15988,16820,4221,4837,89,87,1705,1742,9,25,665,755,16596,17504,4515,5183,226,244,1988,2074,45,60,21364,23057,14908,15905,4139,4744,38,37,1683,1687,8,16,588,668,15450,16505,4397,5051,143,159,1947,2000,39,47,1313,1209,1080,915,82,93,51,50,22,55,1,9,77,87,1146,999,118,132,83,85,41,74,6,13
50,51,550,Virginia,Chesapeake city,2016,237464,116091,121373,74064,74400,33770,37783,608,520,3515,4387,160,167,3974,4116,77552,77968,35799,39956,1558,1581,5199,6099,353,355,109007,114437,68802,69351,32827,36718,404,362,3384,4248,99,118,3491,3640,71873,72509,34600,38638,1154,1219,4929,5839,260,272,7084,6936,5262,5049,943,1065,204,158,131,139,61,49,483,476,5679,5459,1199,1318,404,362,270,260,93,83
50,51,570,Virginia,Colonial Heights city,2016,17398,8048,9350,6315,7231,1154,1391,58,54,283,392,10,15,228,267,6514,7464,1271,1548,122,111,352,470,23,40,7546,8869,5943,6857,1086,1340,41,42,276,379,5,10,195,241,6116,7064,1187,1483,88,89,335,454,18,34,502,481,372,374,68,51,17,12,7,13,5,5,33,26,398,400,84,65,34,22,17,16,5,6
50,51,580,Virginia,Covington city,2016,5637,2675,2962,2197,2479,384,377,7,15,19,30,0,0,68,61,2261,2535,426,419,28,30,28,36,2,4,2608,2919,2141,2442,376,371,7,15,18,30,0,0,66,61,2203,2498,416,413,28,30,27,36,2,4,67,43,56,37,8,6,0,0,1,0,0,0,2,0,58,37,10,6,0,0,1,0,0,0
50,51,590,Virginia,Danville city,2016,41665,19214,22451,9093,10149,9397,11624,93,88,271,259,15,16,345,315,9397,10412,9633,11844,189,180,329,314,35,36,18252,21712,8359,9585,9294,11532,47,53,251,246,14,15,287,281,8612,9817,9496,11729,120,133,299,298,32,34,962,739,734,564,103,92,46,35,20,13,1,1,58,34,785,595,137,115,69,47,30,16,3,2
50,51,595,Virginia,Emporia city,2016,5478,2488,2990,850,962,1561,1932,16,22,25,26,4,2,32,46,880,1004,1582,1960,24,33,29,33,6,6,2309,2839,720,865,1530,1900,3,10,25,23,4,1,27,40,745,902,1549,1925,7,19,29,29,6,4,179,151,130,97,31,32,13,12,0,3,0,1,5,6,135,102,33,35,17,14,0,4,0,2
50,51,600,Virginia,Fairfax city,2016,23246,11454,11792,8271,8471,704,697,70,96,1997,2144,15,18,397,366,8630,8787,836,826,177,191,2190,2326,35,40,9452,9852,6481,6766,645,647,34,30,1962,2104,9,8,321,297,6772,7021,743,748,107,91,2135,2269,26,29,2002,1940,1790,1705,59,50,36,66,35,40,6,10,76,69,1858,1766,93,78,70,100,55,57,9,11
50,51,610,Virginia,Falls Church city,2016,13582,6640,6942,5426,5584,290,297,28,43,526,748,2,2,368,268,5775,5830,398,378,121,91,718,908,10,12,5884,6253,4844,4984,264,279,15,22,516,730,2,2,243,236,5080,5199,325,347,53,58,667,879,5,11,756,689,582,600,26,18,13,21,10,18,0,0,125,32,695,631,73,31,68,33,51,29,5,1
50,51,620,Virginia,Franklin city,2016,8201,3677,4524,1484,1656,2057,2707,17,16,34,46,3,2,82,97,1561,1735,2114,2770,38,50,45,61,6,7,3579,4426,1422,1597,2035,2681,14,14,33,42,2,2,73,90,1490,1670,2086,2741,33,45,43,56,5,6,98,98,62,59,22,26,3,2,1,4,1,0,9,7,71,65,28,29,5,5,2,5,1,1
50,51,630,Virginia,Fredericksburg city,2016,28360,13077,15283,8916,10445,3139,3631,113,102,360,509,15,23,534,573,9387,10937,3472,3984,228,218,509,701,45,57,11574,13830,7752,9309,2975,3473,43,41,329,481,9,18,466,508,8164,9739,3268,3792,127,133,472,658,35,51,1503,1453,1164,1136,164,158,70,61,31,28,6,5,68,65,1223,1198,204,192,101,85,37,43,10,6
50,51,640,Virginia,Galax city,2016,6604,3053,3551,2696,3208,237,223,9,16,19,25,11,9,81,70,2774,3273,288,268,30,37,31,33,11,10,2559,3009,2275,2717,196,199,2,7,18,25,2,1,66,60,2339,2773,240,239,15,22,29,33,2,2,494,542,421,491,41,24,7,9,1,0,9,8,15,10,435,500,48,29,15,15,2,0,9,8
50,51,650,Virginia,Hampton city,2016,135374,65242,70132,29190,28344,31619,36725,334,380,1393,1806,99,101,2607,2776,31210,30444,33384,38690,1132,1313,2187,2631,243,229,61436,66497,26793,26124,30718,35771,227,261,1340,1760,73,76,2285,2505,28552,28008,32287,37562,887,1080,2058,2527,189,181,3806,3635,2397,2220,901,954,107,119,53,46,26,25,322,271,2658,2436,1097,1128,245,233,129,104,54,48
50,51,660,Virginia,Harrisonburg city,2016,53542,25648,27894,21105,23511,2363,2223,210,186,1172,1141,51,69,747,764,21802,24213,2730,2608,349,333,1462,1440,72,93,20491,22838,16653,19222,2010,1853,59,45,1114,1090,24,46,631,582,17247,19764,2308,2148,153,128,1383,1347,42,56,5157,5056,4452,4289,353,370,151,141,58,51,27,23,116,182,4555,4449,422,460,196,205,79,93,30,37
50,51,670,Virginia,Hopewell city,2016,22539,10502,12037,5741,6193,4151,5153,73,77,106,188,28,28,403,398,6101,6549,4418,5428,176,169,184,267,43,43,9605,11211,5112,5592,3995,5013,49,58,92,175,15,21,342,352,5414,5903,4224,5261,127,136,164,249,30,35,897,826,629,601,156,140,24,19,14,13,13,7,61,46,687,646,194,167,49,33,20,18,13,8
50,51,678,Virginia,Lexington city,2016,7148,4057,3091,3402,2639,358,294,8,5,138,92,3,2,148,59,3534,2685,421,325,43,21,202,115,10,5,3901,2983,3263,2544,348,287,8,5,136,91,3,1,143,55,3390,2587,409,315,41,20,199,113,10,4,156,108,139,95,10,7,0,0,2,1,0,1,5,4,144,98,12,10,2,1,3,2,0,1
50,51,680,Virginia,Lynchburg city,2016,79710,37359,42351,24896,27740,10381,12259,156,180,1060,1165,38,29,828,978,25625,28594,10963,12966,349,411,1229,1372,73,70,35831,40696,23685,26385,10208,12099,114,126,1032,1147,21,21,771,918,24364,27182,10752,12770,289,339,1193,1340,53,58,1528,1655,1211,1355,173,160,42,54,28,18,17,8,57,60,1261,1412,211,196,60,72,36,32,20,12
50,51,683,Virginia,Manassas city,2016,41189,20585,20604,15253,15068,3023,3219,317,278,1194,1280,58,35,740,724,15913,15699,3480,3688,507,453,1383,1475,92,71,12892,13615,8452,8934,2709,2849,54,63,1126,1234,29,21,522,514,8916,9382,3029,3185,156,167,1281,1388,54,46,7693,6989,6801,6134,314,370,263,215,68,46,29,14,218,210,6997,6317,451,503,351,286,102,87,38,25
50,51,685,Virginia,Manassas Park city,2016,16456,8539,7917,5966,5499,1232,1101,120,108,890,894,27,23,304,292,6244,5756,1396,1259,207,177,978,993,36,39,5026,4962,2887,2850,1045,1000,25,17,854,856,16,11,199,228,3070,3051,1143,1122,70,60,922,943,24,23,3513,2955,3079,2649,187,101,95,91,36,38,11,12,105,64,3174,2705,253,137,137,117,56,50,12,16
50,51,690,Virginia,Martinsville city,2016,12996,5971,7025,2935,3486,2792,3284,22,34,74,66,1,4,147,151,3073,3622,2897,3396,56,72,87,81,5,7,5620,6695,2649,3219,2759,3252,12,20,71,61,0,1,129,142,2769,3347,2851,3359,41,53,84,76,4,4,351,330,286,267,33,32,10,14,3,5,1,3,18,9,304,275,46,37,15,19,3,5,1,3
50,51,700,Virginia,Newport News city,2016,180209,87238,92971,45021,44545,35264,40512,511,467,2594,3373,210,177,3638,3897,48022,47679,37669,43168,1475,1597,3825,4677,373,349,79009,85322,39270,39537,33711,38831,339,303,2458,3233,151,136,3080,3282,41799,42172,35748,41066,1063,1179,3556,4398,286,262,8229,7649,5751,5008,1553,1681,172,164,136,140,59,41,558,615,6223,5507,1921,2102,412,418,269,279,87,87
50,51,710,Virginia,Norfolk city,2016,245680,128525,117155,67657,53089,50479,54382,982,665,4495,4517,303,231,4609,4271,71498,56578,53187,57068,2365,1944,6154,6015,611,481,117241,109163,59625,47659,48503,52732,584,445,4313,4349,222,183,3994,3795,62932,50747,50829,55134,1679,1513,5826,5731,475,394,11284,7992,8032,5430,1976,1650,398,220,182,168,81,48,615,476,8566,5831,2358,1934,686,431,328,284,136,87
50,51,720,Virginia,Norton city,2016,3972,1877,2095,1668,1898,115,121,5,7,48,27,1,0,40,42,1708,1938,135,151,17,14,56,34,1,0,1787,2057,1583,1862,114,120,3,6,48,27,0,0,39,42,1622,1902,134,150,14,13,56,34,0,0,90,38,85,36,1,1,2,1,0,0,1,0,1,0,86,36,1,1,3,1,0,0,1,0
50,51,730,Virginia,Petersburg city,2016,31380,14428,16952,2708,2918,11094,13415,49,64,166,179,25,18,386,358,3008,3182,11344,13667,185,196,255,256,46,32,13708,16234,2282,2483,10913,13210,38,56,136,169,11,12,328,304,2531,2700,11129,13431,146,162,217,241,29,23,720,718,426,435,181,205,11,8,30,10,14,6,58,54,477,482,215,236,39,34,38,15,17,9
50,51,735,Virginia,Poquoson city,2016,11952,5936,6016,5571,5667,78,66,29,22,118,157,2,4,138,100,5692,5758,128,103,61,46,188,201,5,9,5791,5879,5441,5554,76,59,23,19,118,156,2,3,131,88,5557,5633,122,90,51,38,187,199,5,7,145,137,130,113,2,7,6,3,0,1,0,1,7,12,135,125,6,13,10,8,1,2,0,2
50,51,740,Virginia,Portsmouth city,2016,95165,45758,49407,19706,19160,23769,27863,247,252,669,672,72,58,1295,1402,20757,20284,24599,28795,671,714,1023,1046,130,118,43551,47534,18265,18032,23282,27359,197,201,619,641,50,50,1138,1251,19179,19021,24014,28203,547,594,943,987,102,105,2207,1873,1441,1128,487,504,50,51,50,31,22,8,157,151,1578,1263,585,592,124,120,80,59,28,13
50,51,750,Virginia,Radford city,2016,17324,8219,9105,7111,7765,734,877,27,15,145,232,3,2,199,214,7291,7949,856,1021,67,68,197,276,11,13,7994,8825,6918,7546,719,857,22,13,136,212,3,2,196,195,7095,7713,838,994,62,54,188,252,11,13,225,280,193,219,15,20,5,2,9,20,0,0,3,19,196,236,18,27,5,14,9,24,0,0
50,51,760,Virginia,Richmond city,2016,225369,106860,118509,50857,51299,50377,61150,686,539,2408,2730,206,173,2326,2618,52736,53360,51783,62804,1447,1410,3217,3643,310,294,98727,111506,44847,46178,49320,60065,267,289,2312,2643,51,51,1930,2280,46384,47961,50476,61500,832,1010,3030,3471,131,147,8133,7003,6010,5121,1057,1085,419,250,96,87,155,122,396,338,6352,5399,1307,1304,615,400,187,172,179,147
50,51,770,Virginia,Roanoke city,2016,99337,47625,51712,30518,33055,13708,15423,206,182,1713,1510,36,42,1444,1500,31832,34396,14770,16548,509,522,1967,1764,75,90,44331,49000,27852,30906,13359,15123,117,106,1682,1474,20,24,1301,1367,29038,32122,14319,16155,360,401,1923,1715,53,65,3294,2712,2666,2149,349,300,89,76,31,36,16,18,143,133,2794,2274,451,393,149,121,44,49,22,25
50,51,775,Virginia,Salem city,2016,25252,12047,13205,10626,11683,909,935,40,52,232,282,7,6,233,247,10844,11914,1052,1102,97,118,281,318,13,9,11650,12780,10317,11360,872,896,24,38,231,275,3,5,203,206,10509,11550,998,1037,64,91,275,306,8,7,397,425,309,323,37,39,16,14,1,7,4,1,30,41,335,364,54,65,33,27,6,12,5,2
50,51,790,Virginia,Staunton city,2016,24156,11012,13144,9210,11046,1290,1496,44,43,116,189,7,3,345,367,9531,11378,1523,1769,109,116,176,252,24,11,10652,12789,8924,10762,1255,1466,31,35,112,187,3,1,327,338,9227,11066,1477,1719,91,99,171,248,19,9,360,355,286,284,35,30,13,8,4,2,4,2,18,29,304,312,46,50,18,17,5,4,5,2
50,51,800,Virginia,Suffolk city,2016,89194,43128,46066,23427,23432,17644,20348,177,181,742,930,48,43,1090,1132,24359,24381,18301,21056,449,486,1105,1299,97,94,41218,44276,22067,22249,17318,19955,125,129,713,899,32,36,963,1008,22884,23087,17896,20589,346,382,1052,1246,73,78,1910,1790,1360,1183,326,393,52,52,29,31,16,7,127,124,1475,1294,405,467,103,104,53,53,24,16
50,51,810,Virginia,Virginia Beach city,2016,450983,221683,229300,153042,154270,43771,47147,1039,1019,14463,17088,381,416,8987,9360,161025,162498,48403,52126,2953,3116,18566,21292,865,885,203551,211187,139467,140977,41338,44515,682,669,14016,16576,281,318,7767,8132,146348,148107,45270,48777,2084,2248,17742,20411,674,712,18132,18113,13575,13293,2433,2632,357,350,447,512,100,98,1220,1228,14677,14391,3133,3349,869,868,824,881,191,173
50,51,820,Virginia,Waynesboro city,2016,21757,10399,11358,8544,9319,1308,1413,56,57,140,153,6,7,345,409,8870,9691,1557,1716,125,146,192,222,15,17,9510,10556,7834,8671,1208,1319,32,34,131,150,6,6,299,376,8116,9013,1430,1599,86,110,175,217,13,16,889,802,710,648,100,94,24,23,9,3,0,1,46,33,754,678,127,117,39,36,17,5,2,1
50,51,830,Virginia,Williamsburg city,2016,14884,6821,8063,5098,5901,1056,1305,38,28,413,529,2,11,214,289,5298,6167,1140,1440,84,83,518,662,9,19,6305,7542,4681,5481,999,1251,28,22,404,513,2,10,191,265,4859,5726,1074,1373,62,67,502,638,9,18,516,521,417,420,57,54,10,6,9,16,0,1,23,24,439,441,66,67,22,16,16,24,0,1
50,51,840,Virginia,Winchester city,2016,27785,13651,14134,11027,11589,1648,1552,117,122,365,391,17,12,477,468,11473,12015,1981,1888,207,227,455,475,34,20,11045,11877,8783,9657,1509,1457,30,26,317,363,3,3,403,371,9158,9996,1787,1728,91,99,404,434,19,9,2606,2257,2244,1932,139,95,87,96,48,28,14,9,74,97,2315,2019,194,160,116,128,51,41,15,11
50,53,1,Washington,Adams County,2016,19369,9864,9505,8878,8546,194,133,534,535,103,143,11,7,144,141,9012,8675,240,180,598,600,142,181,29,22,3580,3566,3346,3322,58,45,40,43,53,80,4,1,79,75,3419,3391,81,73,69,71,74,101,16,11,6284,5939,5532,5224,136,88,494,492,50,63,7,6,65,66,5593,5284,159,107,529,529,68,80,13,11
50,53,3,Washington,Asotin County,2016,22286,10838,11448,10216,10766,71,63,181,199,69,124,17,21,284,275,10484,11022,148,140,322,349,136,173,39,47,10431,11010,9901,10405,64,57,144,174,65,118,15,19,242,237,10129,10625,126,114,261,304,126,164,36,45,407,438,315,361,7,6,37,25,4,6,2,2,42,38,355,397,22,26,61,45,10,9,3,2
50,53,5,Washington,Benton County,2016,193494,96887,96607,87749,87475,1799,1547,1229,1184,2935,3270,219,214,2956,2917,90556,90237,2731,2447,2359,2360,3954,4257,425,428,75990,76437,68567,69032,1503,1240,673,657,2766,3078,138,150,2343,2280,70795,71204,2247,1947,1481,1493,3640,3898,301,313,20897,20170,19182,18443,296,307,556,527,169,192,81,64,613,637,19761,19033,484,500,878,867,314,359,124,115
50,53,7,Washington,Chelan County,2016,75855,37864,37991,35380,35577,352,287,798,738,359,518,108,78,867,793,36187,36312,525,434,1287,1219,585,708,179,138,26845,27912,25372,26369,189,166,297,272,300,450,60,48,627,607,25951,26929,317,279,626,625,484,606,114,93,11019,10079,10008,9208,163,121,501,466,59,68,48,30,240,186,10236,9383,208,155,661,594,101,102,65,45
50,53,9,Washington,Clallam County,2016,74240,36691,37549,32034,32981,599,198,2121,2073,467,788,76,68,1394,1441,33287,34318,828,439,2938,2976,882,1154,225,183,34259,35394,30307,31421,491,152,1744,1715,447,772,64,56,1206,1278,31386,32610,689,360,2436,2507,825,1109,200,154,2432,2155,1727,1560,108,46,377,358,20,16,12,12,188,163,1901,1708,139,79,502,469,57,45,25,29
50,53,11,Washington,Clark County,2016,465272,229878,235394,200574,204842,5578,4646,2692,2640,9762,11836,2008,1940,9264,9490,209230,213759,8514,7564,5725,5965,13563,15597,3162,3114,207734,214011,181716,186684,4991,4143,1688,1709,9409,11524,1894,1811,8036,8140,189242,194343,7520,6656,4097,4338,12854,14865,2903,2802,22144,21383,18858,18158,587,503,1004,931,353,312,114,129,1228,1350,19988,19416,994,908,1628,1627,709,732,259,312
50,53,13,Washington,Columbia County,2016,3975,1939,2036,1815,1864,19,12,32,36,15,32,7,38,51,54,1859,1912,42,32,50,63,29,43,10,40,1787,1881,1683,1734,18,10,22,28,13,28,7,38,44,43,1721,1774,36,26,38,47,26,37,10,40,152,155,132,130,1,2,10,8,2,4,0,0,7,11,138,138,6,6,12,16,3,6,0,0
50,53,15,Washington,Cowlitz County,2016,104740,51799,52941,47408,48498,605,423,1078,1049,697,983,180,194,1831,1794,49129,50183,1027,811,2090,2095,1148,1394,327,327,47091,48427,43446,44664,507,334,725,756,657,947,154,153,1602,1573,44954,46149,875,671,1586,1649,1074,1320,281,271,4708,4514,3962,3834,98,89,353,293,40,36,26,41,229,221,4175,4034,152,140,504,446,74,74,46,56
50,53,17,Washington,Douglas County,2016,41366,20935,20431,19461,19092,175,156,473,444,217,249,64,52,545,438,19946,19492,307,268,751,671,380,361,117,93,14020,14400,13222,13565,100,89,179,170,143,204,45,34,331,338,13515,13876,181,168,323,337,264,300,80,65,6915,6031,6239,5527,75,67,294,274,74,45,19,18,214,100,6431,5616,126,100,428,334,116,61,37,28
50,53,19,Washington,Ferry County,2016,7531,3907,3624,2985,2774,35,13,660,620,36,40,9,10,182,167,3156,2935,71,50,786,731,59,61,22,19,3714,3467,2862,2675,31,9,609,574,33,39,9,10,170,160,3021,2830,63,42,728,682,55,58,21,17,193,157,123,99,4,4,51,46,3,1,0,0,12,7,135,105,8,8,58,49,4,3,1,2
50,53,21,Washington,Franklin County,2016,90199,46528,43671,41925,39615,1560,980,803,725,966,1074,187,163,1087,1114,42887,40637,1945,1371,1210,1170,1326,1407,309,263,22164,20327,19123,17767,1222,668,238,189,843,934,80,67,658,702,19701,18416,1457,906,436,431,1099,1169,159,129,24364,23344,22802,21848,338,312,565,536,123,140,107,96,429,412,23186,22221,488,465,774,739,227,238,150,134
50,53,23,Washington,Garfield County,2016,2246,1102,1144,1054,1068,2,0,5,8,13,39,0,0,28,29,1078,1097,19,12,10,20,21,44,2,0,1043,1092,1002,1029,2,0,3,7,12,39,0,0,24,17,1022,1046,17,8,7,13,19,42,2,0,59,52,52,39,0,0,2,1,1,0,0,0,4,12,56,51,2,4,3,7,2,2,0,0
