state,county,votes_total,votes_dem,votes_gop
Nebraska,saline county,5336,1737,3458
Nebraska,sarpy county,95000,41029,51518
Nebraska,saunders county,12646,3318,9036
Nebraska,scotts bluff county,15259,4133,10810
Nebraska,seward county,9142,2438,6490
Nebraska,sheridan county,2672,340,2292
Nebraska,sherman county,1680,341,1306
Nebraska,sioux county,729,72,642
Nebraska,stanton county,3161,532,2561
Nebraska,thayer county,2951,619,2285
Nebraska,thomas county,427,45,377
Nebraska,thurston county,2294,1107,1164
Nebraska,valley county,2329,410,1892
Nebraska,washington county,12413,3554,8583
Nebraska,wayne county,4200,1022,3055
Nebraska,webster county,1876,335,1511
Nebraska,wheeler county,502,59,438
Nebraska,york county,7089,1619,5296
Nevada,carson city,29126,12485,15771
Nevada,churchill county,12503,2966,9088
Nevada,clark county,914494,493799,402329
Nevada,douglas county,33537,11390,21237
Nevada,elko county,21081,4381,16057
Nevada,esmeralda county,474,72,389
Nevada,eureka county,942,92,833
Nevada,humboldt county,7507,1638,5671
Nevada,lander county,2664,481,2118
Nevada,lincoln county,2312,318,1949
Nevada,lyon county,29392,8264,20302
Nevada,mineral county,2179,759,1343
Nevada,nye county,24021,6950,16575
Nevada,pershing county,2232,525,1668
Nevada,storey county,2874,901,1907
Nevada,washoe county,247847,126098,114614
Nevada,white pine county,4177,836,3238
New Hampshire,belknap county,38325,16857,20870
New Hampshire,carroll county,33177,16649,16150
New Hampshire,cheshire county,44145,25460,17892
New Hampshire,coos county,16501,7628,8615
New Hampshire,grafton county,53944,33168,19903
New Hampshire,hillsborough county,229254,121010,104314
New Hampshire,merrimack county,89440,48373,39513
New Hampshire,rockingham county,198968,100035,96119
New Hampshire,strafford county,73596,41721,30489
New Hampshire,sullivan county,24380,12390,11508
New Jersey,atlantic county,131509,68933,60912
New Jersey,bergen county,447036,259358,182831
New Jersey,burlington county,245834,145952,96563
New Jersey,camden county,242944,161099,78787
New Jersey,cape may county,56954,23583,32770
New Jersey,cumberland county,58094,30148,27294
New Jersey,essex county,308715,237981,68038
New Jersey,gloucester county,172510,86588,83312
New Jersey,hudson county,213084,157349,53435
New Jersey,hunterdon county,82440,38658,42203
New Jersey,mercer county,157577,109514,45926
New Jersey,middlesex county,297935,184898,109625
New Jersey,monmouth county,363882,174315,184761
New Jersey,morris county,246015,129279,113404
New Jersey,ocean county,320917,113359,203613
New Jersey,passaic county,205391,118112,84873
New Jersey,salem county,31983,13559,17856
New Jersey,somerset county,168802,101220,65234
New Jersey,sussex county,84433,33142,49609
New Jersey,union county,213615,143940,67436
New Jersey,warren county,53113,22315,29867
New Mexico,bernalillo county,315332,192042,115674
New Mexico,catron county,2284,580,1672
New Mexico,chaves county,22431,6379,15646
New Mexico,cibola county,8791,4668,3946
New Mexico,colfax county,6016,2611,3271
New Mexico,curry county,14812,4179,10303
New Mexico,de baca county,899,231,654
New Mexico,dona ana county,82556,47919,32760
New Mexico,eddy county,23039,5343,17356
New Mexico,grant county,14357,7538,6528
New Mexico,guadalupe county,2179,1229,912
New Mexico,harding county,505,179,319
New Mexico,hidalgo county,1948,812,1105
New Mexico,lea county,20805,4007,16475
New Mexico,lincoln county,10176,3139,6872
New Mexico,los alamos county,12038,7363,4230
New Mexico,luna county,8101,3563,4406
New Mexico,mckinley county,25926,17684,7597
New Mexico,mora county,2683,1744,902
New Mexico,otero county,23556,8477,14514
New Mexico,quay county,3873,1170,2634
New Mexico,rio arriba county,16511,10896,5390
New Mexico,roosevelt county,6600,1799,4629
New Mexico,san juan county,52125,17991,32807
New Mexico,san miguel county,11447,7822,3406
New Mexico,sandoval county,76142,40307,34048
New Mexico,santa fe county,81213,61629,18236
New Mexico,sierra county,5943,2264,3541
New Mexico,socorro county,7111,3686,3242
New Mexico,taos county,16790,12816,3638
New Mexico,torrance county,7247,2327,4756
New Mexico,union county,1780,381,1381
New Mexico,valencia county,31939,14051,17245
New York,albany county,121069,73189,45570
New York,allegany county,17271,4188,12670
New York,bronx county,329638,271835,55849
New York,broome county,76875,34464,40902
New York,cattaraugus county,30051,9142,20295
New York,cayuga county,32225,13367,18208
New York,chautauqua county,59150,23075,34846
New York,chemung county,31646,11573,19388
New York,chenango county,17241,5126,11736
New York,clinton county,27471,12690,14354
New York,columbia county,27537,14148,12883
New York,cortland county,16700,6829,9484
New York,delaware county,19806,6866,12600
New York,dutchess county,119209,57720,59661
New York,erie county,383952,198808,178349
New York,essex county,15185,6970,7953
New York,franklin county,15397,6586,8530
New York,fulton county,20153,5804,13989
New York,genesee county,25004,7048,17340
New York,greene county,20831,7675,12722
New York,hamilton county,2825,863,1917
New York,herkimer county,24769,7282,17038
New York,jefferson county,35530,12053,22779
New York,kings county,693937,514133,174731
New York,lewis county,10878,2768,7931
New York,livingston county,26333,9150,16575
New York,madison county,27630,10417,16553
New York,monroe county,275370,146403,122995
New York,montgomery county,17595,5746,11500
New York,nassau county,572706,280288,286661
New York,new york county,446861,377605,65001
New York,niagara county,87821,34809,51355
New York,oneida county,84099,30542,51950
New York,onondaga county,201514,113141,83853
New York,ontario county,47830,20779,25757
New York,orange county,139956,61868,76218
New York,orleans county,18012,5506,12075
New York,oswego county,44546,14677,28914
New York,otsego county,24996,10906,13503
New York,putnam county,43552,17106,25899
New York,queens county,597928,412393,181225
New York,rensselaer county,65285,30450,33371
New York,richmond county,178751,67223,110094
New York,rockland county,115739,50926,63830
New York,saratoga county,114877,52459,60092
New York,schenectady county,60591,31685,27544
New York,schoharie county,13374,4006,9010
New York,schuyler county,8320,2958,5181
New York,seneca county,12954,5076,7582
New York,st. lawrence county,35519,13036,21862
New York,steuben county,38797,11299,26781
New York,suffolk county,600115,259463,333617
New York,sullivan county,26931,10995,15555
New York,tioga county,21548,7063,13990
New York,tompkins county,33015,22624,9640
New York,ulster county,77667,42606,33580
New York,warren county,27625,11811,15200
New York,washington county,23607,8537,14577
New York,wayne county,37425,12799,23734
New York,westchester county,350749,220963,126013
New York,wyoming county,17162,3840,12969
New York,yates county,8817,3046,5552
North Carolina,alamance county,85933,38819,46054
North Carolina,alexander county,20204,4144,15891
North Carolina,alleghany county,6032,1480,4501
North Carolina,anson county,11183,5788,5321
North Carolina,ashe county,15791,4164,11451
North Carolina,avery county,9339,2171,7092
North Carolina,beaufort county,26277,9635,16438
North Carolina,bertie county,9676,5846,3778
North Carolina,bladen county,17111,7328,9677
North Carolina,brunswick county,89183,32984,55373
North Carolina,buncombe county,160855,96383,62253
North Carolina,burke county,44533,13118,31019
North Carolina,cabarrus county,116862,52149,63220
North Carolina,caldwell county,42359,10105,31877
North Carolina,camden county,5938,1537,4312
North Carolina,carteret county,42615,12093,30028
North Carolina,caswell county,11962,4831,7040
North Carolina,catawba county,82586,25420,56203
North Carolina,chatham county,48199,26642,21055
North Carolina,cherokee county,16312,3563,12568
North Carolina,chowan county,7747,3232,4458
North Carolina,clay county,6853,1693,5089
North Carolina,cleveland county,51024,16879,33664
North Carolina,columbus county,26219,9382,16696
North Carolina,craven county,52833,21101,30947
North Carolina,cumberland county,146828,84481,60034
North Carolina,currituck county,16075,4188,11625
North Carolina,dare county,23994,9855,13844
North Carolina,davidson county,84655,21483,62143
North Carolina,davie county,25059,6653,18115
North Carolina,duplin county,22510,8676,13703
North Carolina,durham county,179453,144754,32470
North Carolina,edgecombe county,25344,16027,9162
North Carolina,forsyth county,199852,112520,84765
North Carolina,franklin county,36997,15776,20748
North Carolina,gaston county,113571,40231,72132
North Carolina,gates county,5944,2540,3354
North Carolina,graham county,4659,905,3710
North Carolina,granville county,31549,14568,16651
North Carolina,greene county,8745,3832,4875
North Carolina,guilford county,281201,171538,106384
North Carolina,halifax county,25468,15382,9973
North Carolina,harnett county,58183,22093,35177
North Carolina,haywood county,36374,13135,22761
North Carolina,henderson county,67773,27014,39810
North Carolina,hertford county,10590,7077,3470
North Carolina,hoke county,22144,12068,9716
North Carolina,hyde county,2488,1046,1418
North Carolina,iredell county,101048,33426,66439
North Carolina,jackson county,21191,9522,11263
North Carolina,johnston county,110246,40861,67901
North Carolina,jones county,5484,2175,3267
North Carolina,lee county,28804,12076,16388
North Carolina,lenoir county,28177,13494,14500
North Carolina,lincoln county,50134,13274,36341
North Carolina,macon county,20589,6213,14152
North Carolina,madison county,13040,4901,7980
North Carolina,martin county,12527,5910,6529
North Carolina,mcdowell county,22910,5813,16852
North Carolina,mecklenburg county,564203,377501,178921
North Carolina,mitchell county,9009,1858,7081
North Carolina,montgomery county,12770,4305,8363
North Carolina,moore county,57653,20547,36459
North Carolina,nash county,52034,25831,25794
North Carolina,new hanover county,129254,64876,62420
North Carolina,northampton county,10070,6048,3977
North Carolina,onslow county,70117,23474,45016
North Carolina,orange county,84717,63590,20175
North Carolina,pamlico county,7572,2699,4815
North Carolina,pasquotank county,19512,9653,9626
North Carolina,pender county,33920,11655,21833
North Carolina,perquimans county,7457,2485,4894
North Carolina,person county,21875,8466,13187
North Carolina,pitt county,86217,46607,38515
North Carolina,polk county,12281,4492,7663
North Carolina,randolph county,72788,15506,56589
North Carolina,richmond county,20683,8718,11808
North Carolina,robeson county,44384,18094,26012
North Carolina,rockingham county,47241,15811,30997
North Carolina,rowan county,73241,23114,49297
North Carolina,rutherford county,34005,9049,24631
North Carolina,sampson county,28569,10962,17412
North Carolina,scotland county,14756,7184,7473
North Carolina,stanly county,33624,8037,25297
North Carolina,stokes county,25491,5258,19997
North Carolina,surry county,36291,8636,27344
North Carolina,swain county,7026,2765,4152
North Carolina,transylvania county,20253,8413,11578
North Carolina,tyrrell county,1812,757,1043
North Carolina,union county,129475,48199,79778
North Carolina,vance county,20948,12412,8385
North Carolina,wake county,629410,393254,226149
North Carolina,warren county,10207,6344,3739
North Carolina,washington county,6191,3387,2778
North Carolina,watauga county,31988,17068,14395
North Carolina,wayne county,55464,24216,30708
North Carolina,wilkes county,35145,7445,27397
North Carolina,wilson county,40352,20579,19437
North Carolina,yadkin county,19888,3763,15933
North Carolina,yancey county,11331,3688,7516
North Dakota,adams county,1269,258,981
North Dakota,barnes county,5549,1820,3568
North Dakota,benson county,1955,822,1094
North Dakota,billings county,634,72,541
North Dakota,bottineau county,3461,821,2575
North Dakota,bowman county,1653,228,1395
North Dakota,burke county,1151,137,994
North Dakota,burleigh county,50460,14348,34744
North Dakota,cass county,85425,40311,42619
North Dakota,cavalier county,2013,474,1499
North Dakota,dickey county,2413,608,1742
North Dakota,divide county,1199,265,904
North Dakota,dunn county,2332,342,1951
North Dakota,eddy county,1259,383,854
North Dakota,emmons county,2002,237,1738
North Dakota,foster county,1768,373,1362
North Dakota,golden valley county,1024,137,871
North Dakota,grand forks county,30741,12880,16987
North Dakota,grant county,1380,207,1145
North Dakota,griggs county,1249,308,907
North Dakota,hettinger county,1310,196,1091
North Dakota,kidder county,1458,221,1215
North Dakota,lamoure county,2216,527,1645
North Dakota,logan county,1072,128,930
North Dakota,mchenry county,2996,564,2364
North Dakota,mcintosh county,1444,261,1153
North Dakota,mckenzie county,5406,814,4482
North Dakota,mclean county,5524,1230,4198
North Dakota,mercer county,4662,704,3856
North Dakota,morton county,16547,3872,12243
North Dakota,mountrail county,4155,1256,2824
North Dakota,nelson county,1770,586,1141
North Dakota,oliver county,1065,129,918
North Dakota,pembina county,3312,786,2460
North Dakota,pierce county,2120,497,1585
North Dakota,ramsey county,5344,1639,3577
North Dakota,ransom county,2449,945,1418
North Dakota,renville county,1317,220,1065
North Dakota,richland county,7773,2510,5072
North Dakota,rolette county,3799,2482,1257
North Dakota,sargent county,2066,738,1266
North Dakota,sheridan county,808,104,688
North Dakota,sioux county,1110,804,258
North Dakota,slope county,426,44,380
North Dakota,stark county,15005,2499,12110
North Dakota,steele county,1082,392,652
North Dakota,stutsman county,9919,2676,6994
North Dakota,towner county,1172,317,830
North Dakota,traill county,4125,1493,2522
North Dakota,walsh county,4752,1333,3324
North Dakota,ward county,28112,7293,19974
North Dakota,wells county,2367,442,1893
North Dakota,williams county,14270,2169,11739
Ohio,adams county,11905,2130,9660
Ohio,allen county,46362,13611,32052
Ohio,ashland county,25883,6448,19002
Ohio,ashtabula county,43161,16207,26225
Ohio,athens county,24809,14047,10386
Ohio,auglaize county,25348,4583,20451
Ohio,belmont county,32497,9011,23110
Ohio,brown county,20586,4326,16032
Ohio,butler county,182034,67729,111722
Ohio,carroll county,13935,3206,10525
Ohio,champaign county,19333,4946,14086
Ohio,clark county,62870,23625,38217
Ohio,clermont county,108315,33505,73077
Ohio,clinton county,19940,4556,15061
Ohio,columbiana county,49062,13183,35124
Ohio,coshocton county,16319,4057,11982
Ohio,crawford county,20192,4831,15043
Ohio,cuyahoga county,603721,402315,195089
Ohio,darke county,26621,4668,21569
Ohio,defiance county,18989,5870,12778
Ohio,delaware county,124004,56961,65163
Ohio,erie county,39523,17142,21724
Ohio,fairfield county,81564,30634,49714
Ohio,fayette county,12292,2911,9220
Ohio,franklin county,604058,391584,203154
Ohio,fulton county,22349,6595,15396
Ohio,gallia county,13358,2911,10289
Ohio,geauga county,55217,20980,33581
Ohio,greene county,86616,34023,50937
Ohio,guernsey county,17806,4498,13077
Ohio,hamilton county,417408,238101,173015
Ohio,hancock county,37999,11535,25796
Ohio,hardin county,12954,3025,9698
Ohio,harrison county,7500,1742,5668
Ohio,henry county,14482,3995,10273
Ohio,highland county,19299,3741,15369
Ohio,hocking county,13590,3836,9554
Ohio,holmes county,12772,1981,10645
Ohio,huron county,26628,7643,18537
Ohio,jackson county,14160,3193,10804
Ohio,jefferson county,32572,9823,22309
Ohio,knox county,30703,8433,21825
Ohio,lake county,127577,54337,71615
Ohio,lawrence county,27427,7353,19759
Ohio,licking county,91830,32324,57965
Ohio,logan county,22939,4990,17625
Ohio,lorain county,151630,72792,76719
Ohio,lucas county,194882,111989,79628
Ohio,madison county,19309,5558,13445
Ohio,mahoning county,116328,56346,58601
Ohio,marion county,27126,8089,18526
Ohio,medina county,104147,39326,63451
Ohio,meigs county,10755,2452,8163
Ohio,mercer county,23395,3981,19145
Ohio,miami county,56851,15420,40531
Ohio,monroe county,7066,1597,5392
Ohio,montgomery county,261849,131592,126085
Ohio,morgan county,6712,1703,4932
Ohio,morrow county,18088,3988,13784
Ohio,muskingum county,39693,11755,27334
Ohio,noble county,6216,1156,5024
Ohio,ottawa county,23483,8847,14285
Ohio,paulding county,9257,2172,6927
Ohio,perry county,16176,4006,11959
Ohio,pickaway county,27576,7167,20059
Ohio,pike county,12063,3051,8872
Ohio,portage county,81116,34935,45034
Ohio,preble county,21422,4435,16697
Ohio,putnam county,19671,3152,16218
Ohio,richland county,58587,17231,40534
Ohio,ross county,32466,10345,21687
Ohio,sandusky county,29436,10391,18487
Ohio,scioto county,31146,8876,21926
Ohio,seneca county,25322,8147,16739
Ohio,shelby county,24741,4399,19988
Ohio,stark county,185714,74336,108610
Ohio,summit county,273915,148151,122023
Ohio,trumbull county,98512,43534,53756
Ohio,tuscarawas county,42785,12643,29519
Ohio,union county,32838,10985,21233
Ohio,van wert county,14733,3026,11470
Ohio,vinton county,5891,1306,4525
Ohio,warren county,132061,45040,85069
Ohio,washington county,31382,9114,21798
Ohio,wayne county,53203,16340,36059
Ohio,williams county,18290,4726,13218
Ohio,wood county,65786,29797,34815
Ohio,wyandot county,11122,2690,8248
Oklahoma,adair county,7078,1382,5560
Oklahoma,alfalfa county,2261,231,1978
Oklahoma,atoka county,5371,761,4543
Oklahoma,beaver county,2174,190,1964
Oklahoma,beckham county,7933,1048,6753
Oklahoma,blaine county,3898,688,3133
Oklahoma,bryan county,15944,3317,12319
Oklahoma,caddo county,9848,2666,7006
Oklahoma,canadian county,61857,16729,43481
Oklahoma,carter county,19479,4470,14699
Oklahoma,cherokee county,17697,6023,11210
Oklahoma,choctaw county,5829,1081,4696
Oklahoma,cimarron county,1050,70,966
Oklahoma,cleveland county,119591,49754,66569
Oklahoma,coal county,2523,373,2091
Oklahoma,comanche county,35616,13743,20894
Oklahoma,cotton county,2572,393,2117
Oklahoma,craig county,6032,1217,4686
Oklahoma,creek county,30473,6570,23269
Oklahoma,custer county,10677,2365,8051
Oklahoma,delaware county,17218,3470,13532
Oklahoma,dewey county,2355,213,2121
Oklahoma,ellis county,1871,162,1686
Oklahoma,garfield county,22412,4915,16956
Oklahoma,garvin county,10905,1864,8863
Oklahoma,grady county,23047,4131,18499
Oklahoma,grant county,2226,280,1916
Oklahoma,greer county,1972,328,1604
Oklahoma,harmon county,933,177,747
Oklahoma,harper county,1484,136,1324
Oklahoma,haskell county,5006,782,4158
Oklahoma,hughes county,4857,919,3875
Oklahoma,jackson county,8219,1645,6391
Oklahoma,jefferson county,2382,319,2023
Oklahoma,johnston county,4239,736,3431
Oklahoma,kay county,17240,4037,12829
Oklahoma,kingfisher county,6457,853,5514
Oklahoma,kiowa county,3421,699,2667
Oklahoma,latimer county,4247,762,3435
Oklahoma,le flore county,18787,3296,15199
Oklahoma,lincoln county,14869,2607,11996
Oklahoma,logan county,21558,5452,15596
Oklahoma,love county,4072,711,3301
Oklahoma,major county,3465,320,3082
Oklahoma,marshall county,6059,1099,4887
Oklahoma,mayes county,16619,3580,12743
Oklahoma,mcclain county,19201,3581,15264
Oklahoma,mccurtain county,11458,1856,9478
Oklahoma,mcintosh county,8308,2024,6152
Oklahoma,murray county,5892,1156,4610
Oklahoma,muskogee county,25035,8013,16495
Oklahoma,noble county,4930,1000,3816
Oklahoma,nowata county,4391,712,3610
Oklahoma,okfuskee county,4019,889,3046
Oklahoma,oklahoma county,294460,141587,144916
Oklahoma,okmulgee county,14289,4352,9651
Oklahoma,osage county,20520,5998,14107
Oklahoma,ottawa county,11436,2684,8545
Oklahoma,pawnee county,6774,1362,5256
Oklahoma,payne county,29583,10881,17778
Oklahoma,pittsburg county,17900,3766,13829
Oklahoma,pontotoc county,15298,4116,10784
Oklahoma,pottawatomie county,28167,7274,20224
Oklahoma,pushmataha county,4738,668,4015
Oklahoma,roger mills county,1831,168,1626
Oklahoma,rogers county,44498,9578,33988
Oklahoma,seminole county,8334,2150,6008
Oklahoma,sequoyah county,15386,3035,12113
Oklahoma,stephens county,19046,3151,15552
Oklahoma,texas county,5520,894,4504
Oklahoma,tillman county,2708,597,2076
Oklahoma,tulsa county,266164,108813,150266
Oklahoma,wagoner county,35204,8439,26058
Oklahoma,washington county,23493,5790,17069
Oklahoma,washita county,4767,596,4078
Oklahoma,woods county,3673,590,2989
Oklahoma,woodward county,7781,1005,6607
Oregon,baker county,9837,2332,7316
Oregon,benton county,51665,35438,14647
Oregon,clackamas county,228517,127239,96366
Oregon,clatsop county,22591,12295,9713
Oregon,columbia county,31319,13535,16779
Oregon,coos county,36317,14024,21488
Oregon,crook county,15096,3715,11103
Oregon,curry county,14773,6023,8441
Oregon,deschutes county,120820,64102,54183
Oregon,douglas county,62809,18780,42513
Oregon,gilliam county,1170,323,830
Oregon,grant county,4555,923,3537
Oregon,harney county,4435,890,3465
Oregon,hood river county,12653,8530,3858
Oregon,jackson county,124393,58386,63012
Oregon,jefferson county,11626,4306,7044
Oregon,josephine county,49926,17908,30954
Oregon,klamath county,36160,10260,25048
Oregon,lake county,4316,788,3449
Oregon,lane county,216854,132015,79208
Oregon,lincoln county,30303,17248,12336
Oregon,linn county,70668,25893,42708
Oregon,malheur county,11603,3202,8101
Oregon,marion county,160098,78537,77292
Oregon,morrow county,5043,1345,3557
Oregon,multnomah county,452592,361561,81476
Oregon,polk county,46931,22431,23259
Oregon,sherman county,1196,257,914
Oregon,tillamook county,16640,7956,8306
Oregon,umatilla county,32367,10499,21002
Oregon,union county,14790,4227,10247
Oregon,wallowa county,5110,1619,3390
Oregon,wasco county,13814,6467,6965
Oregon,washington county,311940,205848,97820
Oregon,wheeler county,958,216,710
Oregon,yamhill county,54741,25418,27669
Pennsylvania,adams county,56635,18254,37567
Pennsylvania,allegheny county,719387,428876,282170
Pennsylvania,armstrong county,36178,8417,27340
Pennsylvania,beaver county,93083,37747,54108
Pennsylvania,bedford county,27574,4367,23025
Pennsylvania,berks county,198260,89530,105941
Pennsylvania,blair county,62784,17425,44714
Pennsylvania,bradford county,30143,8044,21586
Pennsylvania,bucks county,390316,201768,184440
Pennsylvania,butler county,110960,36534,73023
Pennsylvania,cambria county,70605,21752,48094
Pennsylvania,cameron county,2434,634,1771
Pennsylvania,carbon county,33285,11083,21773
Pennsylvania,centre county,77490,40054,36371
Pennsylvania,chester county,312408,181170,127693
Pennsylvania,clarion county,19458,4671,14550
Pennsylvania,clearfield county,39422,9673,29203
Pennsylvania,clinton county,17619,5501,11897
Pennsylvania,columbia county,31171,10532,20098
Pennsylvania,crawford county,41125,12610,28002
Pennsylvania,cumberland county,141587,62237,77212
Pennsylvania,dauphin county,144482,77397,65154
Pennsylvania,delaware county,324401,203601,117843
Pennsylvania,elk county,16895,4517,12134
Pennsylvania,erie county,137184,68336,66912
Pennsylvania,fayette county,59941,19518,39978
Pennsylvania,forest county,2613,715,1864
Pennsylvania,franklin county,80896,22468,57308
Pennsylvania,fulton county,7977,1085,6824
Pennsylvania,greene county,17635,4900,12556
Pennsylvania,huntingdon county,22793,5448,17059
Pennsylvania,indiana county,41198,12634,28089
Pennsylvania,jefferson county,22761,4498,17928
Pennsylvania,juniata county,12042,2253,9648
Pennsylvania,lackawanna county,113715,61129,51514
Pennsylvania,lancaster county,279978,115691,160111
Pennsylvania,lawrence county,45558,15772,29290
Pennsylvania,lebanon county,70890,23646,46267
Pennsylvania,lehigh county,180284,95889,82287
Pennsylvania,luzerne county,152719,64507,86701
Pennsylvania,lycoming county,59221,16961,41439
Pennsylvania,mckean county,19427,5076,14067
Pennsylvania,mercer county,56420,20426,35282
Pennsylvania,mifflin county,21491,4599,16663
Pennsylvania,monroe county,83564,43884,38640
Pennsylvania,montgomery county,501561,313543,182907
Pennsylvania,montour county,9782,3774,5851
Pennsylvania,northampton county,169078,84220,82877
Pennsylvania,northumberland county,42335,12703,28975
Pennsylvania,perry county,24652,5950,18293
Pennsylvania,philadelphia county,709271,576275,128325
Pennsylvania,pike county,32616,13052,19241
Pennsylvania,potter county,8901,1686,7117
Pennsylvania,schuylkill county,69522,20425,48100
Pennsylvania,snyder county,19140,4910,13983
Pennsylvania,somerset county,40062,8543,31105
Pennsylvania,sullivan county,3599,921,2622
Pennsylvania,susquehanna county,21264,6084,14879
Pennsylvania,tioga county,21091,4959,15753
Pennsylvania,union county,20001,7377,12342
Pennsylvania,venango county,26528,7585,18569
Pennsylvania,warren county,20345,5987,14020
Pennsylvania,washington county,117443,44746,71397
Pennsylvania,wayne county,28089,9191,18637
Pennsylvania,westmoreland county,202011,71099,128596
Pennsylvania,wyoming county,14858,4704,9936
Pennsylvania,york county,232383,85491,143415
Rhode Island,bristol county,27730,17701,9586
Rhode Island,kent county,91475,48474,41561
Rhode Island,newport county,45091,28878,15532
Rhode Island,providence county,266580,161674,101219
Rhode Island,washington county,74325,43598,29523
South Carolina,abbeville county,12433,4101,8215
South Carolina,aiken county,85185,32275,51589
South Carolina,allendale county,3593,2718,835
South Carolina,anderson county,96093,27169,67565
South Carolina,bamberg county,6482,4010,2417
South Carolina,barnwell county,10321,4720,5492
South Carolina,beaufort county,97397,43231,52954
South Carolina,berkeley county,104458,45223,57397
South Carolina,calhoun county,8291,3905,4305
South Carolina,charleston county,218857,121485,93297
South Carolina,cherokee county,25270,6983,18043
South Carolina,chester county,15757,6941,8660
South Carolina,chesterfield county,18876,7431,11297
South Carolina,clarendon county,16733,8250,8361
South Carolina,colleton county,19283,8602,10440
South Carolina,darlington county,32417,15220,16832
South Carolina,dillon county,13101,6436,6582
South Carolina,dorchester county,77278,33824,41913
South Carolina,edgefield county,13304,4953,8184
South Carolina,fairfield county,12136,7382,4625
South Carolina,florence county,64495,31149,32605
South Carolina,georgetown county,36668,15822,20487
South Carolina,greenville county,258155,103030,150021
South Carolina,greenwood county,32006,12145,19431
South Carolina,hampton county,9303,5322,3905
South Carolina,horry county,179744,59180,118821
South Carolina,jasper county,14394,7185,7078
South Carolina,kershaw county,33629,12699,20471
South Carolina,lancaster county,49868,18937,30312
South Carolina,laurens county,30488,10159,20004
South Carolina,lee county,8431,5329,3008
South Carolina,lexington county,144568,49301,92817
South Carolina,marion county,14704,8872,5711
South Carolina,marlboro county,11446,6290,5044
South Carolina,mccormick county,5697,2687,2958
South Carolina,newberry county,18631,6958,11443
South Carolina,oconee county,40668,10414,29698
South Carolina,orangeburg county,41205,27295,13603
South Carolina,pickens county,57546,13645,42907
South Carolina,richland county,193822,132570,58313
South Carolina,saluda county,9274,2963,6210
South Carolina,spartanburg county,148655,52926,93560
South Carolina,sumter county,48920,27379,21000
South Carolina,union county,13257,4935,8183
South Carolina,williamsburg county,15985,10289,5532
South Carolina,york county,144050,59008,82727
South Dakota,aurora county,1405,317,1052
South Dakota,beadle county,7081,2107,4808
South Dakota,bennett county,1183,466,694
South Dakota,bon homme county,3001,721,2235
South Dakota,brookings county,14567,6110,8000
South Dakota,brown county,17547,6538,10580
South Dakota,brule county,2490,673,1750
South Dakota,buffalo county,549,352,183
South Dakota,butte county,4802,939,3731
South Dakota,campbell county,873,117,747
South Dakota,charles mix county,3783,1177,2552
South Dakota,clark county,1850,437,1373
South Dakota,clay county,5698,3083,2456
South Dakota,codington county,13161,3837,8958
South Dakota,corson county,1283,622,647
South Dakota,custer county,5494,1522,3852
South Dakota,davison county,8454,2648,5613
South Dakota,day county,2964,1052,1869
South Dakota,deuel county,2350,609,1699
South Dakota,dewey county,1966,1131,790
South Dakota,douglas county,1707,216,1468
South Dakota,edmunds county,1985,417,1538
South Dakota,fall river county,4041,1053,2877
South Dakota,faulk county,1182,198,964
South Dakota,grant county,3744,1056,2617
South Dakota,gregory county,2258,455,1771
South Dakota,haakon county,1136,105,1025
South Dakota,hamlin county,3083,647,2372
South Dakota,hand county,1836,373,1433
South Dakota,hanson county,2388,557,1793
South Dakota,harding county,813,49,748
South Dakota,hughes county,8720,2953,5519
South Dakota,hutchinson county,3767,762,2944
South Dakota,hyde county,710,136,564
South Dakota,jackson county,1115,359,738
South Dakota,jerauld county,1005,270,720
South Dakota,jones county,599,90,498
South Dakota,kingsbury county,2779,819,1904
South Dakota,lake county,5873,2068,3681
South Dakota,lawrence county,13828,4537,8753
South Dakota,lincoln county,32396,11981,19617
South Dakota,lyman county,1597,525,1042
South Dakota,marshall county,2178,858,1287
South Dakota,mccook county,2900,769,2068
South Dakota,mcpherson county,1324,222,1075
South Dakota,meade county,13670,3285,9875
South Dakota,mellette county,769,298,449
South Dakota,miner county,1138,320,787
South Dakota,minnehaha county,92321,40478,49248
South Dakota,moody county,3206,1179,1951
South Dakota,oglala lakota county,3200,2829,297
South Dakota,pennington county,57518,20606,35063
South Dakota,perkins county,1669,239,1401
South Dakota,potter county,1380,227,1139
South Dakota,roberts county,4307,1828,2404
South Dakota,sanborn county,1185,257,905
South Dakota,spink county,3163,998,2104
South Dakota,stanley county,1652,421,1203
South Dakota,sully county,930,185,726
South Dakota,todd county,2539,1963,532
South Dakota,tripp county,2696,495,2161
South Dakota,turner county,4548,1139,3290
South Dakota,union county,8855,2725,5944
South Dakota,walworth county,2580,565,1966
South Dakota,yankton county,10900,4016,6581
South Dakota,ziebach county,906,481,404
Tennessee,anderson county,35527,11733,23163
Tennessee,bedford county,19039,4443,14317
Tennessee,benton county,7250,1526,5661
Tennessee,bledsoe county,5758,971,4725
Tennessee,blount county,66306,17834,47195
Tennessee,bradley county,45836,9849,35194
Tennessee,campbell county,14929,2438,12330
Tennessee,cannon county,6555,1261,5190
Tennessee,carroll county,11893,2558,9194
Tennessee,carter county,24474,4526,19574
Tennessee,cheatham county,20091,5457,14328
Tennessee,chester county,7578,1411,5951
Tennessee,claiborne county,12935,2201,10598
Tennessee,clay county,3506,735,2733
